i,dt_segment_s,dt_residual_s_per_s,cumulative_dt_s
8244,-9.808623137004437e-08,-9.808622387505074e-09,-0.01435217792112996
8245,-9.808622403744395e-08,-9.808622419983718e-09,-0.014352276007353997
8246,-9.808622825217852e-08,-9.808623230451985e-09,-0.014352374093582249
8247,-9.808622958720843e-08,-9.808622686989702e-09,-0.014352472179811835
8248,-9.808623200415176e-08,-9.808623713840649e-09,-0.01435257026604384
8249,-9.808623875260096e-08,-9.808624036679544e-09,-0.014352668352282593
8250,-9.808623551284274e-08,-9.808623065889003e-09,-0.014352766438518105
8251,-9.808623625608798e-08,-9.808624185328593e-09,-0.014352864524754361
8252,-9.808624103094171e-08,-9.808624020859751e-09,-0.014352962610995392
8253,-9.808624198447e-08,-9.80862437603425e-09,-0.014353060697237376
8254,-9.808625266166764e-08,-9.808626156299278e-09,-0.014353158783490038
8255,-9.808625324218981e-08,-9.808624492138685e-09,-0.014353256869743281
8256,-9.808624835857758e-08,-9.808625179576831e-09,-0.014353354955991639
8257,-9.808625253264568e-08,-9.808625326952306e-09,-0.014353453042244172
8258,-9.808625835880065e-08,-9.808626344807823e-09,-0.01435355112850253
8259,-9.808626600631951e-08,-9.808626856456078e-09,-0.014353649214768538
8260,-9.808625873820513e-08,-9.808624891184948e-09,-0.014353747301027276
8261,-9.808624608378745e-08,-9.808624325572545e-09,-0.01435384538727336
8262,-9.808625129003086e-08,-9.808625932433628e-09,-0.01435394347352465
8263,-9.808626615452375e-08,-9.80862729847112e-09,-0.014354041559790804
8264,-9.808627076752675e-08,-9.808626855034232e-09,-0.01435413964606157
8265,-9.808626433195769e-08,-9.808626011357306e-09,-0.014354237732325902
8266,-9.808625623862134e-08,-9.808625236366963e-09,-0.01435433581858214
8267,-9.808626402274023e-08,-9.808627568181082e-09,-0.014354433904846163
8268,-9.808628321766383e-08,-9.808629075351685e-09,-0.01435453199112938
8269,-9.808628291246275e-08,-9.808627507140864e-09,-0.014354630077412292
8270,-9.808627406794563e-08,-9.808627306448262e-09,-0.01435472816368636
8271,-9.808623318404172e-08,-9.808619330360081e-09,-0.014354826249919544
8272,-9.808603954338551e-08,-9.808588578317022e-09,-0.014354924335959088
8273,-9.808578467159783e-08,-9.808568356002543e-09,-0.01435502242174376
8274,-9.808567666268448e-08,-9.808566976534353e-09,-0.014355120507420422
8275,-9.80856933398878e-08,-9.80857169144321e-09,-0.014355218593113762
8276,-9.808573267159318e-08,-9.808574842875429e-09,-0.014355316678846434
8277,-9.80857456475593e-08,-9.808574286636431e-09,-0.014355414764592081
8278,-9.808574040574462e-08,-9.808573794512492e-09,-0.014355512850332488
8279,-9.808574562011462e-08,-9.808575329510432e-09,-0.014355610936078107
8280,-9.808576833142978e-08,-9.808578336775524e-09,-0.014355709021846439
8281,-9.80857713733774e-08,-9.808575937899956e-09,-0.014355807107617812
8282,-9.808576217369151e-08,-9.808576496838345e-09,-0.014355905193379986
8283,-9.808577239739788e-08,-9.80857798264123e-09,-0.014356003279152383
8284,-9.808578329509928e-08,-9.808578676378628e-09,-0.014356101364935678
8285,-9.808577731256738e-08,-9.808576786134848e-09,-0.014356199450712991
8286,-9.80857623930003e-08,-9.808575692465213e-09,-0.014356297536475384
8287,-9.808576264238435e-08,-9.80857683601166e-09,-0.014356395622238026
8288,-9.808576821510265e-08,-9.80857680700887e-09,-0.014356493708006242
8289,-9.808576043995373e-08,-9.80857528098188e-09,-0.014356591793766681
8290,-9.808574675894901e-08,-9.808574070807923e-09,-0.01435668987951344
8291,-9.808574985795338e-08,-9.808575900782755e-09,-0.014356787965263297
8292,-9.808574959196112e-08,-9.808574017609471e-09,-0.01435688605101289
8293,-9.808574004774298e-08,-9.808573991939125e-09,-0.014356984136752937
8294,-9.8085740236296e-08,-9.808574055320074e-09,-0.014357082222493173
8295,-9.80857363196696e-08,-9.808573208613847e-09,-0.014357180308229493
8296,-9.808573072171212e-08,-9.808572935728579e-09,-0.014357278393960215
8297,-9.808572455210815e-08,-9.80857197469305e-09,-0.014357376479684767
8298,-9.808573132533025e-08,-9.808574290373e-09,-0.014357474565416093
8299,-9.808573414276936e-08,-9.808572538180872e-09,-0.014357572651150235
8300,-9.808572498798275e-08,-9.808572459415678e-09,-0.014357670736875223
8301,-9.808572812100132e-08,-9.808573164784585e-09,-0.014357768822603345
8302,-9.8085736223383e-08,-9.808574079892015e-09,-0.014357866908339569
8303,-9.808573430672906e-08,-9.808572781453797e-09,-0.014357964994073876
8304,-9.808572789485312e-08,-9.808572797516828e-09,-0.01435806307980177
8305,-9.808574332556033e-08,-9.808575867595238e-09,-0.014358161165545096
8306,-9.808573810275097e-08,-9.808571752954956e-09,-0.014358259251283199
8307,-9.808571875957304e-08,-9.808571998959653e-09,-0.014358357337001958
8308,-9.808573295944995e-08,-9.808574592930336e-09,-0.014358455422734917
8309,-9.808573429519209e-08,-9.808572266108084e-09,-0.014358553508469213
8310,-9.808571729364512e-08,-9.808571192620941e-09,-0.014358651594186506
8311,-9.808572489516759e-08,-9.80857378641258e-09,-0.0143587496799114
8312,-9.808573538662794e-08,-9.808573290913009e-09,-0.014358847765646787
8313,-9.808573368207477e-08,-9.808573445501945e-09,-0.01435894585138047
8314,-9.808572770901283e-08,-9.808572096300621e-09,-0.014359043937108178
8315,-9.80857402392808e-08,-9.808575951555541e-09,-0.014359142022848418
8316,-9.808574140282839e-08,-9.808572329010137e-09,-0.01435924010858982
8317,-9.808572308685854e-08,-9.808572288361572e-09,-0.014359338194312907
8318,-9.808573815308466e-08,-9.808575342255361e-09,-0.01435943628005106
8319,-9.808573804972942e-08,-9.808572267690523e-09,-0.01435953436578911
8320,-9.808572261927728e-08,-9.808572256164931e-09,-0.014359632451511728
8321,-9.808572723754165e-08,-9.808573191343398e-09,-0.014359730537238966
8322,-9.808573842213017e-08,-9.808574493082636e-09,-0.014359828622977388
8323,-9.80857343582503e-08,-9.808572378567424e-09,-0.014359926708711746
8324,-9.808572753660653e-08,-9.808573128753882e-09,-0.014360024794439282
8325,-9.808573661113855e-08,-9.808574193473828e-09,-0.014360122880175893
8326,-9.808573836475179e-08,-9.80857347947653e-09,-0.014360220965914258
8327,-9.808574679893363e-08,-9.808575880310194e-09,-0.014360319051661057
8328,-9.808577294758651e-08,-9.808578709207108e-09,-0.014360417137434005
8329,-9.808577284808797e-08,-9.808575860410487e-09,-0.014360515223206853
8330,-9.808568500373054e-08,-9.808561140335619e-09,-0.014360613308891856
8331,-9.80854461783483e-08,-9.808528095334043e-09,-0.014360711394338034
8332,-9.808521844677092e-08,-9.80851559402014e-09,-0.014360809479556482
8333,-9.808516208437029e-08,-9.808516822853917e-09,-0.014360907564718566
8334,-9.80852083846798e-08,-9.80852485408204e-09,-0.01436100564992695
8335,-9.808523424083502e-08,-9.808521994084962e-09,-0.01436110373516119
8336,-9.80852199296754e-08,-9.808521991850119e-09,-0.014361201820381121
8337,-9.808523467054035e-08,-9.808524942257954e-09,-0.014361299905615792
8338,-9.808524005040402e-08,-9.808523067822852e-09,-0.014361397990855842
8339,-9.808524187233808e-08,-9.808525306644765e-09,-0.014361496076097715
8340,-9.808526349411471e-08,-9.808527392178174e-09,-0.01436159416136121
8341,-9.808526930586964e-08,-9.808526468995752e-09,-0.014361692246630515
8342,-9.808527237131315e-08,-9.808528005266878e-09,-0.014361790331902886
8343,-9.808529085355662e-08,-9.808530165444447e-09,-0.01436188841719374
8344,-9.808529586818159e-08,-9.808529008191875e-09,-0.014361986502489607
8345,-9.808529620775448e-08,-9.80853023335902e-09,-0.014362084587785815
8346,-9.808531656958818e-08,-9.808533080558614e-09,-0.014362182673102386
8347,-9.808531770861377e-08,-9.80853046116414e-09,-0.014362280758420094
8348,-9.808531284594741e-08,-9.808532108025341e-09,-0.01436237884373294
8349,-9.80853556335325e-08,-9.808539018681158e-09,-0.014362476929088572
8350,-9.80854182517664e-08,-9.808544631672123e-09,-0.014362575014506824
8351,-9.808549306381267e-08,-9.80855398109041e-09,-0.014362673099999888
8352,-9.808561149133005e-08,-9.808568317175601e-09,-0.014362771185611379
8353,-9.808573400746261e-08,-9.808578484316922e-09,-0.014362869271345386
8354,-9.80858545396422e-08,-9.808592423611516e-09,-0.014362967357199925
8355,-9.808598851052984e-08,-9.808605278494456e-09,-0.014363065443188435
8356,-9.808612901073753e-08,-9.808620523653048e-09,-0.014363163529317446
8357,-9.808626156418389e-08,-9.808631789183729e-09,-0.01436326161557901
8358,-9.808638220280357e-08,-9.808644651376985e-09,-0.014363359701961212
8359,-9.808650152138017e-08,-9.80865565289905e-09,-0.014363457788462734
8360,-9.808662439101228e-08,-9.808669225303404e-09,-0.014363555875087124
8361,-9.808676025760523e-08,-9.808682826217642e-09,-0.014363653961847382
8362,-9.808689210340524e-08,-9.808695594463406e-09,-0.014363752048739485
8363,-9.808701697637876e-08,-9.808707800812346e-09,-0.01436385013575646
8364,-9.808713979995788e-08,-9.80872015917923e-09,-0.01436394822289626
8365,-9.8087264853368e-08,-9.808732811494372e-09,-0.014364046310161114
8366,-9.808739122479763e-08,-9.808745433465154e-09,-0.014364144397552339
8367,-9.80875161558531e-08,-9.808757797705463e-09,-0.014364242485068495
8368,-9.808764713036573e-08,-9.808771628367683e-09,-0.014364340572715625
8369,-9.808777631459155e-08,-9.808783634550629e-09,-0.014364438660491939
8370,-9.808789344895891e-08,-9.808795055241154e-09,-0.014364536748385387
8371,-9.808801080045297e-08,-9.808807104849437e-09,-0.014364634836396188
8372,-9.80881370415202e-08,-9.808820303454603e-09,-0.01436473292453323
8373,-9.808826059438032e-08,-9.808831815421462e-09,-0.014364831012793823
8374,-9.808837541434812e-08,-9.808843267448163e-09,-0.014364929101169238
8375,-9.808849009736898e-08,-9.808854752025636e-09,-0.014365027189659336
8376,-9.808860876559299e-08,-9.80886700109296e-09,-0.0143651252782681
8377,-9.808872352630255e-08,-9.808877704167549e-09,-0.014365223366991626
8378,-9.808883852748423e-08,-9.808890001329296e-09,-0.014365321455830153
8379,-9.808896001664201e-08,-9.808902001999107e-09,-0.01436541954479017
8380,-9.808906778628258e-08,-9.80891155525741e-09,-0.014365517633857957
8381,-9.808917968910893e-08,-9.808924382564377e-09,-0.014365615723037645
8382,-9.808929414421708e-08,-9.808934446279037e-09,-0.014365713812331789
8383,-9.808939862908154e-08,-9.808945279537268e-09,-0.014365811901730419
8384,-9.808950176824651e-08,-9.808955074112035e-09,-0.014365909991232186
8385,-9.808960468730855e-08,-9.808965863349675e-09,-0.014366008080836873
8386,-9.80897130652989e-08,-9.808976749710108e-09,-0.014366106170549939
8387,-9.808981882156796e-08,-9.808987014603483e-09,-0.01436620426036876
8388,-9.808992148391545e-08,-9.808997282179606e-09,-0.014366302350290244
8389,-9.809002352129052e-08,-9.809007422078497e-09,-0.014366400440313766
8390,-9.8090130014961e-08,-9.809018580913704e-09,-0.014366498530443781
8391,-9.80902254076646e-08,-9.809026500619218e-09,-0.014366596620669188
8392,-9.809030707005384e-08,-9.809034913391548e-09,-0.014366694710976258
8393,-9.809038513958042e-08,-9.809042114524536e-09,-0.014366792801361397
8394,-9.809045886939384e-08,-9.809049659354232e-09,-0.014366890891820267
8395,-9.809052777551194e-08,-9.809055895748154e-09,-0.014366988982348042
8396,-9.809059650905785e-08,-9.809063406063417e-09,-0.014367087072944552
8397,-9.809067576493057e-08,-9.809071746922699e-09,-0.014367185163620316
8398,-9.809075907854511e-08,-9.809080068786326e-09,-0.014367283254379394
8399,-9.809083741727095e-08,-9.809087414667864e-09,-0.014367381345216812
8400,-9.809091728933303e-08,-9.809096043198741e-09,-0.014367479436134102
8401,-9.809098624169761e-08,-9.80910120514078e-09,-0.014367577527120343
8402,-9.809105317156639e-08,-9.809109429172497e-09,-0.014367675618173516
8403,-9.809114423434427e-08,-9.809119417696358e-09,-0.01436777370931775
8404,-9.809124375615335e-08,-9.809129333534311e-09,-0.014367871800561507
8405,-9.809133859629133e-08,-9.809138385723956e-09,-0.014367969891900104
8406,-9.809142188884288e-08,-9.809145992044619e-09,-0.014368067983321993
8407,-9.809150249468701e-08,-9.809154506892784e-09,-0.014368166074824489
8408,-9.809159063873696e-08,-9.809163620854606e-09,-0.014368264166415127
8409,-9.80916832839234e-08,-9.809173035930075e-09,-0.014368362258098412
8410,-9.809177518904167e-08,-9.809182001878258e-09,-0.0143684603498736
8411,-9.809186070728921e-08,-9.809190139579583e-09,-0.014368558441734307
8412,-9.809194529204481e-08,-9.809198918829381e-09,-0.0143686565336796
8413,-9.809203071979471e-08,-9.809207225129562e-09,-0.01436875462571032
8414,-9.809210556894986e-08,-9.809213888660408e-09,-0.014368852717815888
8415,-9.809218320605729e-08,-9.80922275255105e-09,-0.014368950809999094
8416,-9.809226305608796e-08,-9.809229858666542e-09,-0.01436904890226215
8417,-9.809234066106151e-08,-9.809238273545758e-09,-0.014369146994602811
8418,-9.809242974270461e-08,-9.809247674995162e-09,-0.014369245087032554
8419,-9.809252045865047e-08,-9.809256416734934e-09,-0.014369343179553013
8420,-9.80926006151726e-08,-9.809263706299588e-09,-0.014369441272153628
8421,-9.809267101440237e-08,-9.809270496580888e-09,-0.014369539364824642
8422,-9.809273948072628e-08,-9.80927739956437e-09,-0.014369637457564123
8423,-9.809281000984298e-08,-9.809284602404227e-09,-0.014369735550374133
8424,-9.809289365668952e-08,-9.809294128933676e-09,-0.01436983364326779
8425,-9.80929831535284e-08,-9.809302501772e-09,-0.014369931736250943
8426,-9.809305912657362e-08,-9.809309323542725e-09,-0.01437002982931007
8427,-9.809313111676071e-08,-9.809316899809418e-09,-0.014370127922441186
8428,-9.80932112858319e-08,-9.809325357356962e-09,-0.014370226015652472
8429,-9.809329125731429e-08,-9.809332894105897e-09,-0.01437032410894373
8430,-9.809336888869303e-08,-9.80934088363271e-09,-0.014370422202312619
8431,-9.809344298156271e-08,-9.809347712679834e-09,-0.0143705202957556
8432,-9.809351206843991e-08,-9.809354701008149e-09,-0.014370618389267668
8433,-9.809358646694859e-08,-9.809362592381567e-09,-0.014370716482854136
8434,-9.809366684959502e-08,-9.809370777537435e-09,-0.014370814576520985
8435,-9.809374222329379e-08,-9.809377667121324e-09,-0.014370912670263207
8436,-9.809382036441214e-08,-9.809386405761107e-09,-0.014371010764083572
8437,-9.809390736031862e-08,-9.809395066302613e-09,-0.014371108857990932
8438,-9.809397935184395e-08,-9.809400804066177e-09,-0.014371206951970285
8439,-9.809404654461041e-08,-9.809408504855902e-09,-0.01437130504601683
8440,-9.80941222802167e-08,-9.809415951187436e-09,-0.01437140314013911
8441,-9.809419658161478e-08,-9.809423365135518e-09,-0.014371501234335692
8442,-9.809427081585962e-08,-9.809430798036408e-09,-0.014371599328606507
8443,-9.809434342866567e-08,-9.809437887696725e-09,-0.014371697422949936
8444,-9.80944165939183e-08,-9.809445431086936e-09,-0.01437179551736653
8445,-9.80944964894306e-08,-9.809453866799182e-09,-0.014371893611863019
8446,-9.809458077798265e-08,-9.80946228879735e-09,-0.014371991706443796
8447,-9.809466203327951e-08,-9.809470117858551e-09,-0.01437208980110583
8448,-9.809474842368952e-08,-9.809479566879353e-09,-0.014372187895854253
8449,-9.809482640594238e-08,-9.809485714309122e-09,-0.01437228599068066
8450,-9.80948984394511e-08,-9.8094939735811e-09,-0.0143723840855791
8451,-9.809498305710178e-08,-9.809502637839258e-09,-0.014372482180562156
8452,-9.809506629467067e-08,-9.809510621094877e-09,-0.01437258027562845
8453,-9.809514510645832e-08,-9.809518400196786e-09,-0.014372678370773556
8454,-9.809522498323677e-08,-9.809526596450566e-09,-0.014372776465998539
8455,-9.809530541907201e-08,-9.809534487363834e-09,-0.014372874561303957
8456,-9.809538439623767e-08,-9.809542391883698e-09,-0.014372972656688354
8457,-9.80954651310776e-08,-9.809550634331826e-09,-0.014373070752153485
8458,-9.809554631791357e-08,-9.809558629250886e-09,-0.014373168847699803
8459,-9.809562377097116e-08,-9.809566124943347e-09,-0.014373266943323575
8460,-9.809570791301556e-08,-9.809575457659765e-09,-0.014373365039031487
8461,-9.809578239290174e-08,-9.809581020920581e-09,-0.01437346313481388
8462,-9.809586214219101e-08,-9.809591407517621e-09,-0.014373561230676022
8463,-9.809597427559635e-08,-9.80960344760165e-09,-0.014373659326650298
8464,-9.809609497217999e-08,-9.809615546834349e-09,-0.01437375742274527
8465,-9.809619383804026e-08,-9.809623220773705e-09,-0.014373855518939108
8466,-9.809628943430485e-08,-9.809634666087267e-09,-0.014373953615228542
8467,-9.809634080150263e-08,-9.809633494213258e-09,-0.014374051711569344
8468,-9.809631733696092e-08,-9.809629973178928e-09,-0.01437414980788668
8469,-9.809628274658488e-08,-9.80962657613805e-09,-0.014374247904169427
8470,-9.809628099085071e-08,-9.809629622032094e-09,-0.014374346000450417
8471,-9.80962688443833e-08,-9.809624146844562e-09,-0.014374444096719261
8472,-9.809620566833585e-08,-9.809616986822606e-09,-0.01437454219292493
8473,-9.809615381706037e-08,-9.80961377658947e-09,-0.014374640289078746
8474,-9.809611714909618e-08,-9.809609653229767e-09,-0.014374738385195896
8475,-9.809610472725686e-08,-9.809611292221605e-09,-0.014374836481300623
8476,-9.809608694026123e-08,-9.809606095830642e-09,-0.014374934577387564
8477,-9.809604814548585e-08,-9.809603533266525e-09,-0.01437503267343571
8478,-9.809601865007952e-08,-9.809600196749375e-09,-0.01437513076945436
8479,-9.80959884737287e-08,-9.809597497996364e-09,-0.014375228865442834
8480,-9.80959619975037e-08,-9.809594901504378e-09,-0.014375326961404832
8481,-9.809595689408367e-08,-9.809596477312358e-09,-0.014375425057361725
8482,-9.809595241386906e-08,-9.809594005461453e-09,-0.014375523153314139
8483,-9.809594867286156e-08,-9.80959572911086e-09,-0.014375621249262812
8484,-9.809595447112743e-08,-9.809595165114627e-09,-0.014375719345217282
8485,-9.809594903906503e-08,-9.809594642698383e-09,-0.014375817441166321
8486,-9.809594562641527e-08,-9.809594482584671e-09,-0.014375915537111948
8487,-9.809595777399288e-08,-9.809597072213905e-09,-0.014376013633069722
8488,-9.809597680541769e-08,-9.809598288869634e-09,-0.014376111729046527
8489,-9.809598146596969e-08,-9.809598004324304e-09,-0.014376209825027993
8490,-9.809597860511203e-08,-9.809597716698105e-09,-0.014376307921006599
8491,-9.809598106572439e-08,-9.80959849644677e-09,-0.014376406016987664
8492,-9.809598809391867e-08,-9.809599122336965e-09,-0.014376504112975759
8493,-9.809601540787055e-08,-9.809603959237146e-09,-0.014376602208991167
8494,-9.809603935964618e-08,-9.80960391269209e-09,-0.014376700305030526
8495,-9.809593891849483e-08,-9.809583871006877e-09,-0.014376798400969445
8496,-9.809570631877693e-08,-9.809557392748507e-09,-0.014376896496675763
8497,-9.809543899588393e-08,-9.809530406428281e-09,-0.014376994592114759
8498,-9.809517378598598e-08,-9.809504350768919e-09,-0.014377092687288545
8499,-9.809491043345116e-08,-9.809477735921313e-09,-0.014377190782198979
8500,-9.809464285074073e-08,-9.809450834226833e-09,-0.01437728887684183
8501,-9.809440095781664e-08,-9.809429357336494e-09,-0.014377386971242788
8502,-9.809418400575168e-08,-9.80940744381384e-09,-0.014377485065426795
8503,-9.80939664961752e-08,-9.8093858554212e-09,-0.014377583159393291
8504,-9.809375987127402e-08,-9.809366118833605e-09,-0.014377681253153163
8505,-9.809357300059923e-08,-9.809348481286242e-09,-0.014377779346726164
8506,-9.809342780997096e-08,-9.809337080707951e-09,-0.014377877440153973
8507,-9.80933494370212e-08,-9.80933280669629e-09,-0.01437797553350341
8508,-9.809327717056777e-08,-9.809322627417266e-09,-0.01437807362678058
8509,-9.809315832450259e-08,-9.809309037483252e-09,-0.014378171719938906
8510,-9.809299860742875e-08,-9.809290684002498e-09,-0.014378269812937513
8511,-9.809280024048458e-08,-9.809269364094419e-09,-0.014378367905737753
8512,-9.809259079120604e-08,-9.809248794146788e-09,-0.014378465998328545
8513,-9.809238580184344e-08,-9.8092283662219e-09,-0.014378564090714347
8514,-9.809219285943903e-08,-9.809210205665905e-09,-0.014378662182907207
8515,-9.809206722050502e-08,-9.8092032384351e-09,-0.014378760274974428
8516,-9.809200894906964e-08,-9.80919855137883e-09,-0.014378858366983377
8517,-9.809197856454476e-08,-9.809197161530125e-09,-0.014378956458961941
8518,-9.809197024961191e-08,-9.809196888392257e-09,-0.014379054550932191
8519,-9.809197762612392e-08,-9.809198636832527e-09,-0.014379152642909817
8520,-9.809196980265634e-08,-9.809195323698742e-09,-0.014379250734879619
8521,-9.809192662595285e-08,-9.80919000149183e-09,-0.014379348826806245
8522,-9.809185343688378e-08,-9.809180685884924e-09,-0.014379446918659682
8523,-9.809173796363132e-08,-9.809166906841343e-09,-0.014379545010397645
8524,-9.809160428152978e-08,-9.809153949464613e-09,-0.014379643102001927
8525,-9.80914802124362e-08,-9.809142093022628e-09,-0.01437974119348214
8526,-9.809136377835354e-08,-9.80913066264808e-09,-0.014379839284845918
8527,-9.809125189587333e-08,-9.809119716526586e-09,-0.014379937376097813
8528,-9.809113944666472e-08,-9.80910817280636e-09,-0.01438003546723726
8529,-9.80910368309761e-08,-9.80909919338886e-09,-0.014380133558274092
8530,-9.809093895511288e-08,-9.809088597633718e-09,-0.014380231649213046
8531,-9.809083105408673e-08,-9.809077613183628e-09,-0.014380329740044101
8532,-9.809072559065193e-08,-9.809067504946757e-09,-0.014380427830769692
8533,-9.809062309750101e-08,-9.809057114553444e-09,-0.01438052592139279
8534,-9.809052061425177e-08,-9.809047008296912e-09,-0.014380624011913404
8535,-9.809042422610264e-08,-9.809037836923615e-09,-0.01438072210233763
8536,-9.809032655783988e-08,-9.809027474644362e-09,-0.014380820192664187
8537,-9.809024459423947e-08,-9.809021444203532e-09,-0.014380918282908781
8538,-9.809017240847617e-08,-9.809013037491703e-09,-0.01438101637308119
8539,-9.809008902420191e-08,-9.809004767348682e-09,-0.014381114463170213
8540,-9.809000332248368e-08,-9.808995897148054e-09,-0.014381212553173536
8541,-9.808992228151548e-08,-9.808988559155042e-09,-0.014381310643095817
8542,-9.808984367497632e-08,-9.808980175840224e-09,-0.014381408732939492
8543,-9.808977178415984e-08,-9.808974180991742e-09,-0.014381506822711276
8544,-9.808971201928595e-08,-9.808968222865446e-09,-0.014381604912423296
8545,-9.808962891894025e-08,-9.808957560922605e-09,-0.014381703002052215
8546,-9.808953950129876e-08,-9.808950339337149e-09,-0.014381801091591716
8547,-9.808947183971012e-08,-9.808944028604872e-09,-0.014381899181063557
8548,-9.808940647197887e-08,-9.808937265790899e-09,-0.014381997270470029
8549,-9.808933596730373e-08,-9.808929927669851e-09,-0.014382095359805997
8550,-9.808925986628583e-08,-9.808922045587318e-09,-0.014382193449065862
8551,-9.808918679959088e-08,-9.808915314330861e-09,-0.014382291538252661
8552,-9.808910725334797e-08,-9.808906136338731e-09,-0.014382389627359915
8553,-9.808902795457081e-08,-9.808899454575431e-09,-0.014382487716387869
8554,-9.808896882471034e-08,-9.808894310366637e-09,-0.014382585805356693
8555,-9.808891911279064e-08,-9.80888951219149e-09,-0.014382683894275805
8556,-9.808886457190006e-08,-9.808883402188521e-09,-0.014382781983140377
8557,-9.808879852376789e-08,-9.808876302565055e-09,-0.014382880071938902
8558,-9.808872814582544e-08,-9.808869326600034e-09,-0.014382978160667047
8559,-9.808866423121876e-08,-9.808863519643718e-09,-0.014383076249331278
8560,-9.80886162837458e-08,-9.808859737105443e-09,-0.01438317433794756
8561,-9.808856671579827e-08,-9.808853606054211e-09,-0.014383272426514276
8562,-9.808850602201548e-08,-9.808847598348886e-09,-0.014383370515020298
8563,-9.808844598369977e-08,-9.808841598391067e-09,-0.014383468603466282
8564,-9.808839106047926e-08,-9.808836613704784e-09,-0.014383566691857343
8565,-9.808834279243391e-08,-9.808831944782001e-09,-0.014383664780200135
8566,-9.808829887459296e-08,-9.808827830136592e-09,-0.014383762868499008
8567,-9.808825752796149e-08,-9.808823675455705e-09,-0.014383860956756537
8568,-9.808820817704554e-08,-9.808817959953402e-09,-0.014383959044964714
8569,-9.808815000364037e-08,-9.808812040774674e-09,-0.014384057133114718
8570,-9.808810016290973e-08,-9.808807991807271e-09,-0.01438415522121488
8571,-9.808805410251379e-08,-9.808802828695485e-09,-0.014384253309268983
8572,-9.808800614556216e-08,-9.80879840041695e-09,-0.01438435139727513
8573,-9.808796739990172e-08,-9.808795079563396e-09,-0.014384449485242529
8574,-9.808791902467155e-08,-9.808788725370917e-09,-0.014384547573161554
8575,-9.808786548044372e-08,-9.808784370717827e-09,-0.014384645661027035
8576,-9.808781975747516e-08,-9.808779580777207e-09,-0.014384743748846792
8577,-9.808778454181774e-08,-9.808777327586342e-09,-0.014384841836631334
8578,-9.808776034915924e-08,-9.808774742245507e-09,-0.014384939924391684
8579,-9.808770621041888e-08,-9.80876649983827e-09,-0.014385038012097895
8580,-9.808764597046765e-08,-9.80876269425526e-09,-0.014385136099743866
8581,-9.808760406806708e-08,-9.808758119358158e-09,-0.014385234187347934
8582,-9.808755841147097e-08,-9.808753562936038e-09,-0.014385332274906345
8583,-9.808752375720661e-08,-9.808751188505285e-09,-0.014385430362430103
8584,-9.808748035362525e-08,-9.808744882219764e-09,-0.014385528449910456
8585,-9.808742541975736e-08,-9.808740201731708e-09,-0.014385626537335876
8586,-9.808737674464338e-08,-9.808735147196969e-09,-0.014385724624712621
8587,-9.808734076537394e-08,-9.808733005877818e-09,-0.014385822712053386
8588,-9.808731421676217e-08,-9.808729837474616e-09,-0.014385920799367603
8589,-9.808727373215022e-08,-9.808724908955428e-09,-0.014386018886641335
8590,-9.808722447010102e-08,-9.808719985064776e-09,-0.014386116973865805
8591,-9.808717929480501e-08,-9.808715873896225e-09,-0.0143862150610451
8592,-9.808715153770988e-08,-9.808714433645752e-09,-0.014386313148196639
8593,-9.808711112991261e-08,-9.80870779233677e-09,-0.014386411235307768
8594,-9.808705745823549e-08,-9.808703699310325e-09,-0.014386509322365227
8595,-9.80870234094128e-08,-9.808700982572234e-09,-0.014386607409388637
8596,-9.808699428187163e-08,-9.808697873802092e-09,-0.014386705496382919
8597,-9.808695107426691e-08,-9.80869234105129e-09,-0.014386803583333992
8598,-9.808689913948759e-08,-9.808687486846228e-09,-0.014386901670233132
8599,-9.808686050273835e-08,-9.808684613701442e-09,-0.014386999757093634
8600,-9.808683000959358e-08,-9.808681388217272e-09,-0.014387097843923643
8601,-9.80868032359208e-08,-9.808679258966889e-09,-0.014387195930726878
8602,-9.808676425793294e-08,-9.8086735926197e-09,-0.014387294017491135
8603,-9.808671928928786e-08,-9.808670265237872e-09,-0.014387392104210424
8604,-9.808668580380959e-08,-9.808666895524045e-09,-0.014387490190896227
8605,-9.808665545563108e-08,-9.808664195602171e-09,-0.014387588277551683
8606,-9.808662388332829e-08,-9.80866058106349e-09,-0.014387686364175567
8607,-9.808658368825005e-08,-9.808656156586517e-09,-0.014387784450759255
8608,-9.808654886564496e-08,-9.808653616542473e-09,-0.014387882537308121
8609,-9.808652428103986e-08,-9.808651239665499e-09,-0.014387980623832402
8610,-9.808649639473582e-08,-9.808648039281666e-09,-0.014388078710328798
8611,-9.808645444212333e-08,-9.808642849142996e-09,-0.014388176796783239
8612,-9.808639062275962e-08,-9.80863527540893e-09,-0.014388274883173862
8613,-9.808632800357163e-08,-9.808630325305395e-09,-0.014388372969501866
8614,-9.808628943129636e-08,-9.808627560953878e-09,-0.014388471055791297
8615,-9.808625405425867e-08,-9.808623249897857e-09,-0.014388569142045352
8616,-9.80862031719175e-08,-9.808617384485641e-09,-0.014388667228248523
8617,-9.808615231618805e-08,-9.80861307875197e-09,-0.01438876531440084
8618,-9.808611465312255e-08,-9.808609851872541e-09,-0.014388863400515492
8619,-9.808606082184743e-08,-9.808602312496945e-09,-0.014388961486576314
8620,-9.808599604560356e-08,-9.808596896623766e-09,-0.01438905957257236
