i,dt_segment_s,dt_residual_s_per_s,cumulative_dt_s
45,-9.854230601119428e-08,-9.85422446522234e-09,-4.43467048025505e-06
46,-9.854222119698875e-08,-9.854219774175412e-09,-4.533212701452039e-06
47,-9.854239389214396e-08,-9.854259004253378e-09,-4.631755095344183e-06
48,-9.854307493927797e-08,-9.854355983602217e-09,-4.730298170283461e-06
49,-9.854394713950073e-08,-9.85443344429793e-09,-4.828842117422961e-06
50,-9.854477984306005e-08,-9.85452252431408e-09,-4.9273868972660215e-06
51,-9.854529764050198e-08,-9.854537003786318e-09,-5.025932194906524e-06
52,-9.854528289027086e-08,-9.854519574267854e-09,-5.124477477796795e-06
53,-9.854510618285906e-08,-9.854501662303958e-09,-5.223022583979654e-06
54,-9.854495167142495e-08,-9.85448867198103e-09,-5.321567535651079e-06
55,-9.85446407309081e-08,-9.854439474200589e-09,-5.420112176381987e-06
56,-9.854395400194524e-08,-9.85435132618846e-09,-5.518656130383933e-06
57,-9.85432624057685e-08,-9.854301154965242e-09,-5.617199392789701e-06
58,-9.854297194655316e-08,-9.854293234345392e-09,-5.715742364736255e-06
59,-9.85428084180095e-08,-9.85426844925651e-09,-5.814285173154264e-06
60,-9.854269404715794e-08,-9.854270360175077e-09,-5.912827867201422e-06
61,-9.854283136235938e-08,-9.8542959122968e-09,-6.011370698563781e-06
62,-9.854298704591957e-08,-9.854301496887114e-09,-6.1099136856097e-06
63,-9.854296152001423e-08,-9.85429080711573e-09,-6.2084566471297145e-06
64,-9.854286829781184e-08,-9.854282852446637e-09,-6.306999515427526e-06
65,-9.854297332749836e-08,-9.854311813053036e-09,-6.405542488755025e-06
66,-9.854300979865936e-08,-9.854290146678836e-09,-6.504085498553684e-06
67,-9.854286236946643e-08,-9.854282327214451e-09,-6.60262836092315e-06
68,-9.85428145356814e-08,-9.854280579921827e-09,-6.7011711754588314e-06
69,-9.854284480384589e-08,-9.854288380847354e-09,-6.7997140202626775e-06
70,-9.854271694580358e-08,-9.85425500831336e-09,-6.898256737208481e-06
71,-9.854244508277908e-08,-9.854234008242455e-09,-6.99679918229126e-06
72,-9.854233171090053e-08,-9.854232333937649e-09,-7.095341514002161e-06
73,-9.854221083302845e-08,-9.854209832668045e-09,-7.193883724835189e-06
74,-9.854192988140679e-08,-9.854176143613313e-09,-7.292425654716597e-06
75,-9.854175008404105e-08,-9.854173873194899e-09,-7.3909674048006375e-06
76,-9.85416891351729e-08,-9.854163953839682e-09,-7.48950909393581e-06
77,-9.854150139454424e-08,-9.854136325069166e-09,-7.5880505953303546e-06
78,-9.854142907788724e-08,-9.854149490508281e-09,-7.686592024408242e-06
79,-9.854157266995768e-08,-9.854165043483257e-09,-7.7851335970782e-06
80,-9.854150075432434e-08,-9.854135107381611e-09,-7.883675097832524e-06
81,-9.854133307475902e-08,-9.854131507570194e-09,-7.982216430907283e-06
82,-9.854137015172946e-08,-9.8541425227757e-09,-8.080757801059012e-06
83,-9.854131958727508e-08,-9.854121394679319e-09,-8.179299120646288e-06
84,-9.854139684163662e-08,-9.854157973648005e-09,-8.277840517487925e-06
85,-9.854214168475751e-08,-9.854270363303496e-09,-8.376382659172682e-06
86,-9.854284494269169e-08,-9.854298625234841e-09,-8.474925504115373e-06
87,-9.854282341947062e-08,-9.854266058659285e-09,-8.573468327534843e-06
88,-9.854248970861441e-08,-9.854231883063599e-09,-8.672010817243457e-06
89,-9.854229168882905e-08,-9.85422645470221e-09,-8.770553108932286e-06
90,-9.854222767770881e-08,-9.854219080839553e-09,-8.869095336609995e-06
91,-9.85421028639739e-08,-9.85420149195523e-09,-8.967637439473968e-06
92,-9.854198768996309e-08,-9.854196046037387e-09,-9.06617942716393e-06
93,-9.85420326592856e-08,-9.854210485819733e-09,-9.164721459823216e-06
94,-9.854154349872141e-08,-9.85409821392455e-09,-9.263263003321937e-06
95,-9.854009076736719e-08,-9.853919939548884e-09,-9.361803094089303e-06
96,-9.85384251801037e-08,-9.853765096471856e-09,-9.460341519269407e-06
97,-9.853769347279762e-08,-9.85377359808767e-09,-9.558879212742205e-06
98,-9.853842765301748e-08,-9.853911932515828e-09,-9.657417640395223e-06
99,-9.854036020913358e-08,-9.854160109310887e-09,-9.755958000604356e-06
100,-9.854269764021078e-08,-9.85437941873127e-09,-9.854500698244566e-06
101,-9.85445903763781e-08,-9.854538656544352e-09,-9.953045288620945e-06
102,-9.854581598494995e-08,-9.854624540445639e-09,-1.0051591104605895e-05
103,-9.854624377808181e-08,-9.854624215170721e-09,-1.0150137348383976e-05
104,-9.854660203282128e-08,-9.854696191393538e-09,-1.0248683950416797e-05
105,-9.85479618330305e-08,-9.85489617521256e-09,-1.0347231912249828e-05
106,-9.854933476230735e-08,-9.854970777248912e-09,-1.0445781247012137e-05
107,-9.85495933150312e-08,-9.854947885757327e-09,-1.0544330840327167e-05
108,-9.854938918881814e-08,-9.854929952006301e-09,-1.0642880229515986e-05
109,-9.854946529292947e-08,-9.854963106579593e-09,-1.0741429694808915e-05
110,-9.855007548036379e-08,-9.855051989493165e-09,-1.083997977028928e-05
111,-9.855092521309516e-08,-9.855133053125864e-09,-1.0938530695502374e-05
112,-9.855126665733378e-08,-9.855120278340893e-09,-1.1037081962159708e-05
113,-9.855116645493249e-08,-9.855113012645602e-09,-1.113563312861464e-05
114,-9.855116381228395e-08,-9.855119749811188e-09,-1.1234184292426925e-05
115,-9.855121187248882e-08,-9.855122624686576e-09,-1.1332735504299413e-05
116,-9.855142916903963e-08,-9.855163209121349e-09,-1.1431286933468453e-05
117,-9.855190843157833e-08,-9.855218477194316e-09,-1.152983884190003e-05
118,-9.85521914826457e-08,-9.855219819334823e-09,-1.1628391033382677e-05
119,-9.855218340718827e-08,-9.855216862102832e-09,-1.1726943216789865e-05
120,-9.855219614987826e-08,-9.855222367872819e-09,-1.1825495412939743e-05
121,-9.85521485863701e-08,-9.855207349401203e-09,-1.1924047561526113e-05
122,-9.855174489125028e-08,-9.855141628848857e-09,-1.2022599306417363e-05
123,-9.855082005110542e-08,-9.855022381372225e-09,-1.2121150126468468e-05
124,-9.854992491954825e-08,-9.854962602537425e-09,-1.2219700051388016e-05
125,-9.854952388692355e-08,-9.854942174847285e-09,-1.231824957527494e-05
126,-9.854933029546546e-08,-9.854923884245806e-09,-1.2416798905570406e-05
127,-9.854898380513394e-08,-9.85487287678098e-09,-1.2515347889375539e-05
128,-9.85478886770064e-08,-9.854704858620303e-09,-1.2613895778052545e-05
129,-9.85458057624908e-08,-9.854456293877858e-09,-1.2712441583815036e-05
130,-9.854331099364207e-08,-9.854205904850555e-09,-1.2810984894808678e-05
131,-9.854103390069558e-08,-9.854000875288559e-09,-1.2909525928709374e-05
132,-9.85392101875726e-08,-9.853841162225961e-09,-1.3008065138896946e-05
133,-9.853778836620737e-08,-9.853716511015512e-09,-1.3106602927263154e-05
134,-9.853673029069557e-08,-9.853629547123604e-09,-1.3205139657553849e-05
135,-9.853600704388365e-08,-9.853571861653125e-09,-1.3303675664597732e-05
136,-9.853554253298559e-08,-9.853536644943993e-09,-1.3402211207130717e-05
137,-9.853523904423224e-08,-9.853511163902455e-09,-1.3500746446174949e-05
138,-9.853503596213239e-08,-9.853496028524023e-09,-1.3599281482137081e-05
139,-9.853489594974493e-08,-9.853483161424964e-09,-1.3697816378086825e-05
140,-9.853479211977545e-08,-9.853475262530124e-09,-1.37963511702066e-05
141,-9.85347312803628e-08,-9.853470993542436e-09,-1.3894885901486963e-05
142,-9.853471185565041e-08,-9.853471377587644e-09,-1.3993420613342614e-05
143,-9.853469739094532e-08,-9.85346810060142e-09,-1.4091955310733559e-05
144,-9.853467980794593e-08,-9.853467860987766e-09,-1.4190489990541505e-05
145,-9.853468775926951e-08,-9.853469690866136e-09,-1.4289024678300774e-05
146,-9.853469303175762e-08,-9.85346891548539e-09,-1.4387559371332533e-05
147,-9.853467092142627e-08,-9.853465268799864e-09,-1.448609404225396e-05
148,-9.853465291690772e-08,-9.853465314581682e-09,-1.4584628695170867e-05
149,-9.853482621976998e-08,-9.853499929372316e-09,-1.4683163521390637e-05
150,-9.853551710478623e-08,-9.85360349158493e-09,-1.4781699038495423e-05
151,-9.85368094340264e-08,-9.853758395220351e-09,-1.488023584792945e-05
152,-9.853847067739005e-08,-9.853935740257659e-09,-1.497877431860684e-05
153,-9.85402783397876e-08,-9.854119927699859e-09,-1.5077314596946628e-05
154,-9.85419154751013e-08,-9.854263167320405e-09,-1.5175856512421729e-05
155,-9.854293968889957e-08,-9.854324770459509e-09,-1.527439945211063e-05
156,-9.854332377759228e-08,-9.854339985058947e-09,-1.5372942775888222e-05
157,-9.854346120316783e-08,-9.854352255574617e-09,-1.547148623709139e-05
158,-9.854358588542666e-08,-9.854364921510715e-09,-1.5570029822976816e-05
159,-9.85436898156805e-08,-9.854373041625383e-09,-1.5668573512792497e-05
160,-9.85437455444986e-08,-9.854376067274337e-09,-1.5767117258336995e-05
161,-9.854375401034162e-08,-9.854374734793985e-09,-1.5865661012347338e-05
162,-9.85437431630202e-08,-9.85437389781006e-09,-1.596420475551036e-05
163,-9.854374093798136e-08,-9.854374289786212e-09,-1.606274849644834e-05
164,-9.854374648856278e-08,-9.854375007926343e-09,-1.6161292242936905e-05
165,-9.854375373687058e-08,-9.854375739447773e-09,-1.6259835996673774e-05
166,-9.854374813112995e-08,-9.854373886778218e-09,-1.6358379744804905e-05
167,-9.854372485225709e-08,-9.854371083673198e-09,-1.645692346965716e-05
168,-9.854369876753487e-08,-9.854368669833777e-09,-1.6555467168424696e-05
169,-9.854367896064022e-08,-9.854367122294266e-09,-1.6654010847385338e-05
170,-9.85436720751393e-08,-9.854367292733594e-09,-1.6752554519460475e-05
171,-9.85436757844347e-08,-9.854367864153346e-09,-1.685109819524491e-05
172,-9.854368228772507e-08,-9.854368593391667e-09,-1.6949641877532635e-05
173,-9.854367614087111e-08,-9.854366634782554e-09,-1.7048185553673507e-05
174,-9.854364693907149e-08,-9.854362753031743e-09,-1.714672920061258e-05
175,-9.854361478289723e-08,-9.8543602035477e-09,-1.7245272815395476e-05
176,-9.854360481014326e-08,-9.85436075848095e-09,-1.734381642020562e-05
177,-9.854361166984791e-08,-9.854361575488631e-09,-1.7442360031875467e-05
178,-9.854361058439124e-08,-9.854360541389617e-09,-1.754090364245986e-05
179,-9.854360184609835e-08,-9.85435982783005e-09,-1.7639447244305957e-05
180,-9.854359216654808e-08,-9.854358605479566e-09,-1.7737990836472504e-05
181,-9.85435791580743e-08,-9.854357226135294e-09,-1.7836534415630577e-05
182,-9.854356958070814e-08,-9.854356690006336e-09,-1.7935077985211286e-05
183,-9.854356396919608e-08,-9.854356103832878e-09,-1.8033621549180483e-05
184,-9.8543560205859e-08,-9.854355937338919e-09,-1.8132165109386343e-05
185,-9.854355986737841e-08,-9.854356036136763e-09,-1.8230708669253722e-05
186,-9.854356544222605e-08,-9.854357052308448e-09,-1.8329252234695946e-05
187,-9.854357631014787e-08,-9.854358209721128e-09,-1.8427795811006095e-05
188,-9.854358369993473e-08,-9.854358530265818e-09,-1.852633939470603e-05
189,-9.85435843283728e-08,-9.85435833540874e-09,-1.8624882979034402e-05
190,-9.854360534531211e-08,-9.854362733653681e-09,-1.8723426584379715e-05
191,-9.854368882848964e-08,-9.854375032044248e-09,-1.8821970273208205e-05
192,-9.85437967436157e-08,-9.854384316678891e-09,-1.892051406995182e-05
193,-9.854385255991721e-08,-9.854386195304548e-09,-1.901905792251174e-05
194,-9.85438595102012e-08,-9.85438570673569e-09,-1.911760178202194e-05
195,-9.854386728886561e-08,-9.854387751037432e-09,-1.9216145649310806e-05
196,-9.854390418058156e-08,-9.854393085078879e-09,-1.931468955349139e-05
197,-9.854395267062351e-08,-9.854397449045826e-09,-1.9413233506162013e-05
198,-9.854398304098745e-08,-9.854399159151667e-09,-1.9511777489203e-05
199,-9.854399910260323e-08,-9.854400661368977e-09,-1.9610321488305602e-05
200,-9.854403635512903e-08,-9.85440660965683e-09,-1.970886552466073e-05
201,-9.85440783792255e-08,-9.85440906618827e-09,-1.9807409603039954e-05
202,-9.854406337725688e-08,-9.854403609263106e-09,-1.9905953666417212e-05
203,-9.854399095504206e-08,-9.854394581745307e-09,-2.0004497657372255e-05
204,-9.854393320842779e-08,-9.854392059940253e-09,-2.0103041590580684e-05
205,-9.854394138175757e-08,-9.854396216411259e-09,-2.0201585531962443e-05
206,-9.854397471172719e-08,-9.854398725934177e-09,-2.030012950667417e-05
207,-9.854398453717425e-08,-9.854398181500673e-09,-2.0398673491211345e-05
208,-9.854397793914375e-08,-9.854397406328078e-09,-2.049721746915049e-05
209,-9.854396570453803e-08,-9.854395734579527e-09,-2.0595761434855026e-05
210,-9.854394434164535e-08,-9.854393133749541e-09,-2.069430537919667e-05
211,-9.854393183635975e-08,-9.854393233522409e-09,-2.0792849311033032e-05
212,-9.854394474120998e-08,-9.854395714719589e-09,-2.089139325577424e-05
213,-9.854396029132745e-08,-9.854396343545905e-09,-2.098993721606557e-05
214,-9.854395568626003e-08,-9.854394793706099e-09,-2.1088481171751832e-05
215,-9.854390132172437e-08,-9.854385470638771e-09,-2.1187025073073557e-05
216,-9.854377456617112e-08,-9.854369442595451e-09,-2.128556884763973e-05
217,-9.854368000793195e-08,-9.854366558990937e-09,-2.1384112527647662e-05
218,-9.854367253639435e-08,-9.85436794828793e-09,-2.1482656200184057e-05
219,-9.854367098235001e-08,-9.854366248182072e-09,-2.1581199871166407e-05
220,-9.854365063211402e-08,-9.854363878240733e-09,-2.167974352179852e-05
221,-9.854363347291724e-08,-9.854362816342713e-09,-2.1778287155271435e-05
222,-9.854362061566935e-08,-9.854361306791157e-09,-2.1876830775887105e-05
223,-9.854359706814215e-08,-9.854358106837275e-09,-2.1975374372955246e-05
224,-9.854357756708121e-08,-9.854357406578966e-09,-2.2073917950522327e-05
225,-9.85435871706563e-08,-9.854360027552293e-09,-2.2172461537692983e-05
226,-9.854360502897706e-08,-9.854360978243118e-09,-2.227100514272196e-05
227,-9.854360352650721e-08,-9.854359727058324e-09,-2.2369548746248466e-05
228,-9.854359158324973e-08,-9.854358589591623e-09,-2.2468092337831716e-05
229,-9.854358387787792e-08,-9.854358185983959e-09,-2.2566635921709595e-05
230,-9.854356995053322e-08,-9.854355804122686e-09,-2.266517949166013e-05
231,-9.854355456286645e-08,-9.854355108450605e-09,-2.2763723046222994e-05
232,-9.85435636658356e-08,-9.85435762471651e-09,-2.286226660988883e-05
233,-9.854357371378263e-08,-9.854357118040016e-09,-2.2960810183602614e-05
234,-9.854352876666349e-08,-9.85434863529268e-09,-2.3059353712369277e-05
235,-9.854316565519024e-08,-9.854284495745367e-09,-2.3157896878024466e-05
236,-9.854213445036425e-08,-9.854142394327482e-09,-2.325643901247483e-05
237,-9.854106575593547e-08,-9.854070756859614e-09,-2.3354980078230765e-05
238,-9.854075142729892e-08,-9.854079528600169e-09,-2.3453520829658065e-05
239,-9.854070375247219e-08,-9.85406122189427e-09,-2.3552061533410536e-05
240,-9.854057424334664e-08,-9.854053626775056e-09,-2.3650602107653882e-05
241,-9.854061045065427e-08,-9.854068463355797e-09,-2.3749142718104535e-05
242,-9.854052444821781e-08,-9.854036426287765e-09,-2.3847683242552752e-05
243,-9.854031366610364e-08,-9.854026306932963e-09,-2.3946223556218856e-05
244,-9.85402199020753e-08,-9.854017673482097e-09,-2.404476377612093e-05
245,-9.854008646316103e-08,-9.85399961915011e-09,-2.414330386258409e-05
246,-9.854004771804406e-08,-9.8540099244587e-09,-2.4241843910302134e-05
247,-9.854005377188783e-08,-9.854000829918865e-09,-2.434038396407402e-05
248,-9.853992685754172e-08,-9.853984541589482e-09,-2.4438923890931562e-05
249,-9.853989045966194e-08,-9.853993550342907e-09,-2.4537463781391223e-05
250,-9.853987240632375e-08,-9.853980930921845e-09,-2.4636003653797546e-05
251,-9.853977914327165e-08,-9.853974897732485e-09,-2.473454343294082e-05
252,-9.853985639445356e-08,-9.853996381158226e-09,-2.4833083289335272e-05
253,-9.85398908107224e-08,-9.853981780986252e-09,-2.4931623180145995e-05
254,-9.853978557493352e-08,-9.853975334000454e-09,-2.5030162965720927e-05
255,-9.853984435211912e-08,-9.853993536423371e-09,-2.5128702810073045e-05
256,-9.853986447266971e-08,-9.85397935811057e-09,-2.5227242674545715e-05
257,-9.853978021086187e-08,-9.853976684061805e-09,-2.5325782454756578e-05
258,-9.853988270990247e-08,-9.85399985791869e-09,-2.542432233746648e-05
259,-9.853992350843258e-08,-9.853984843767827e-09,-2.5522862260974915e-05
260,-9.853983002967453e-08,-9.853981162167079e-09,-2.562140209100459e-05
261,-9.85398832167853e-08,-9.853995481189983e-09,-2.5719941974221375e-05
262,-9.853985402419062e-08,-9.853975323648141e-09,-2.5818481828245565e-05
263,-9.853971342000105e-08,-9.853967360352068e-09,-2.5917021541665566e-05
264,-9.85397748056655e-08,-9.85398760078103e-09,-2.601556131647123e-05
265,-9.85397759280684e-08,-9.853967584832649e-09,-2.6114101092399298e-05
266,-9.853965961004918e-08,-9.85396433717719e-09,-2.6212640752009345e-05
267,-9.853976598308513e-08,-9.853988859439835e-09,-2.631118051799243e-05
268,-9.853974106725825e-08,-9.853959354011817e-09,-2.6409720259059688e-05
269,-9.853959387775241e-08,-9.853959421538664e-09,-2.650825985293744e-05
270,-9.853968083731105e-08,-9.853976745923545e-09,-2.660679953377475e-05
271,-9.85397000785161e-08,-9.853963269779674e-09,-2.6705339233853267e-05
272,-9.853970456256362e-08,-9.85397764273305e-09,-2.680387893841583e-05
273,-9.853981644045769e-08,-9.853985645358487e-09,-2.690241875485629e-05
274,-9.853979523385863e-08,-9.85397340141324e-09,-2.7000958550090148e-05
275,-9.853979873553698e-08,-9.853986345694158e-09,-2.7099498348825686e-05
276,-9.85398627494018e-08,-9.853986204186203e-09,-2.7198038211575088e-05
277,-9.853980706850119e-08,-9.853975209514037e-09,-2.729657801864359e-05
278,-9.853982104986866e-08,-9.853989000459696e-09,-2.739511783969346e-05
279,-9.85398556234456e-08,-9.853982124229425e-09,-2.7493657695316905e-05
280,-9.8539757890824e-08,-9.853969453935374e-09,-2.7592197453207728e-05
281,-9.85397710188742e-08,-9.853984749839465e-09,-2.7690737224226603e-05
282,-9.853980173689734e-08,-9.853975597540005e-09,-2.77892770259635e-05
283,-9.853971859239183e-08,-9.853968120938361e-09,-2.788781674455589e-05
284,-9.853978118258733e-08,-9.853988115579103e-09,-2.7986356525738476e-05
285,-9.853982954370297e-08,-9.853977793161492e-09,-2.8084896355282178e-05
286,-9.853978315038386e-08,-9.853978836915279e-09,-2.818343613843256e-05
287,-9.853989594053471e-08,-9.854000351191666e-09,-2.8281976034373094e-05
288,-9.853996231951511e-08,-9.853992112711358e-09,-2.8380515996692608e-05
289,-9.853993630327386e-08,-9.853995147943413e-09,-2.847905593299588e-05
290,-9.854008979970912e-08,-9.854022811998411e-09,-2.857759602279559e-05
291,-9.854016038138752e-08,-9.854009264279092e-09,-2.8676136183176977e-05
292,-9.854012881711447e-08,-9.8540164991438e-09,-2.877467631199409e-05
293,-9.854031104710619e-08,-9.854045710277436e-09,-2.8873216623041197e-05
294,-9.85403999680905e-08,-9.854034283340663e-09,-2.8971757023009286e-05
295,-9.854043622696327e-08,-9.854052962051993e-09,-2.907029745923625e-05
296,-9.854063069394981e-08,-9.854073176737968e-09,-2.91688380899302e-05
297,-9.854068583576721e-08,-9.854063990415475e-09,-2.9267378775765967e-05
298,-9.85407361262521e-08,-9.854083234834945e-09,-2.936591951189222e-05
299,-9.854090437706032e-08,-9.85409764057712e-09,-2.946446041626928e-05
300,-9.854094036888087e-08,-9.854090433199052e-09,-2.956300135663816e-05
301,-9.854100995941976e-08,-9.854111558684899e-09,-2.966154236659758e-05
302,-9.854113251279619e-08,-9.854114943874338e-09,-2.9760083499110376e-05
303,-9.854115620694613e-08,-9.854116297514889e-09,-2.9858624655317324e-05
304,-9.854131613974507e-08,-9.854146930434126e-09,-2.995716597145707e-05
305,-9.854144033630799e-08,-9.854141136827473e-09,-3.0055707411793375e-05
306,-9.85414206936647e-08,-9.854143001905468e-09,-3.0154248832487038e-05
307,-9.854158913389476e-08,-9.854174824873483e-09,-3.0252790421620935e-05
308,-9.854167181584177e-08,-9.85415953829487e-09,-3.0351332093436776e-05
309,-9.854166472793832e-08,-9.854173407292796e-09,-3.0449873758164714e-05
310,-9.854183917535e-08,-9.854194427777206e-09,-3.0548415597340064e-05
311,-9.854189036367172e-08,-9.854183644957138e-09,-3.064695748770374e-05
312,-9.854193029595463e-08,-9.854202414233788e-09,-3.074549941799969e-05
313,-9.854211705666919e-08,-9.854220997100048e-09,-3.084404153505636e-05
314,-9.854215294005647e-08,-9.854209590911245e-09,-3.094258368799642e-05
315,-9.854219200118417e-08,-9.85422880932559e-09,-3.1041125879997604e-05
316,-9.854231612792817e-08,-9.854234416260045e-09,-3.1139668196125534e-05
317,-9.854229779724822e-08,-9.854225143189599e-09,-3.123821049392278e-05
318,-9.854226517598113e-08,-9.85422789200663e-09,-3.133675275909877e-05
319,-9.854163988130801e-08,-9.854100084254973e-09,-3.1435294398980074e-05
320,-9.854019394401612e-08,-9.853938704548251e-09,-3.153383459292409e-05
321,-9.853894349830233e-08,-9.853849995112215e-09,-3.163237353642239e-05
322,-9.853846322221395e-08,-9.853842649330578e-09,-3.173091199964461e-05
323,-9.853849928664627e-08,-9.853857207998679e-09,-3.182945049893125e-05
324,-9.853864831420677e-08,-9.853872454842674e-09,-3.192798914724546e-05
325,-9.853878454896593e-08,-9.853884454950514e-09,-3.2026527931794426e-05
326,-9.853892161881764e-08,-9.853899868813014e-09,-3.212506685341324e-05
327,-9.853908127415817e-08,-9.85391638601862e-09,-3.22236059346874e-05
328,-9.853922493692593e-08,-9.853928601366564e-09,-3.2322145159624324e-05
329,-9.85393167869418e-08,-9.853934756021797e-09,-3.2420684476411264e-05
330,-9.853939778896859e-08,-9.853944801771924e-09,-3.2519223874200236e-05
331,-9.853949018849167e-08,-9.853953235926411e-09,-3.2617763364388726e-05
332,-9.853957854252668e-08,-9.853962472578926e-09,-3.2716302942931255e-05
333,-9.853968236047641e-08,-9.853973999516356e-09,-3.2814842625291734e-05
334,-9.853976781971037e-08,-9.853979564425718e-09,-3.2913382393111446e-05
335,-9.853983602126642e-08,-9.853987639827568e-09,-3.3011922229132714e-05
336,-9.853993429449045e-08,-9.853999219070523e-09,-3.3110462163427205e-05
337,-9.854003478556894e-08,-9.854007738043265e-09,-3.3209002198212776e-05
338,-9.85401647722282e-08,-9.854025216402376e-09,-3.3307542362985006e-05
339,-9.854028460478545e-08,-9.854031704554716e-09,-3.340608264758979e-05
340,-9.854035962458019e-08,-9.854040220361322e-09,-3.350462300721437e-05
341,-9.854043346321925e-08,-9.85404647228253e-09,-3.360316344067759e-05
342,-9.854051637635199e-08,-9.85405680298787e-09,-3.370170395705394e-05
343,-9.854061446259652e-08,-9.854066089531433e-09,-3.380024457151654e-05
344,-9.854071919360109e-08,-9.854077749188785e-09,-3.389878529071014e-05
345,-9.854083771422832e-08,-9.854089793656882e-09,-3.399732612842437e-05
346,-9.854095639429599e-08,-9.854101485202317e-09,-3.4095867084818664e-05
347,-9.854106244873676e-08,-9.854111004545036e-09,-3.41944081472674e-05
348,-9.854113653222833e-08,-9.854116301900632e-09,-3.429294928379963e-05
349,-9.85412077322288e-08,-9.854125244545126e-09,-3.4391490491531854e-05
350,-9.854130256976507e-08,-9.854135269407888e-09,-3.4490031794101616e-05
351,-9.854140710227963e-08,-9.854146151048039e-09,-3.45885732012039e-05
352,-9.854149118118494e-08,-9.854152085188948e-09,-3.468711469238508e-05
353,-9.854156846088905e-08,-9.854161606988863e-09,-3.478565626084597e-05
354,-9.854168743948454e-08,-9.854175880908046e-09,-3.4884197948285455e-05
355,-9.854182026156227e-08,-9.854188171404406e-09,-3.4982739768547016e-05
356,-9.854189119906276e-08,-9.854190068408145e-09,-3.508128165974608e-05
357,-9.854194438711149e-08,-9.854198809014152e-09,-3.517982360413319e-05
358,-9.854203968062403e-08,-9.854209127110655e-09,-3.5278365643813814e-05
359,-9.854214032311301e-08,-9.85421893751195e-09,-3.5376907784136925e-05
360,-9.854222855027596e-08,-9.854226772543245e-09,-3.54754500126872e-05
361,-9.854232826551669e-08,-9.854238880560091e-09,-3.5573992340952716e-05
