i,dt_segment_s,dt_residual_s_per_s,cumulative_dt_s
168,-9.723710844970838e-08,-9.72371008851702e-09,-1.6337129437482782e-05
169,-9.723708892319041e-08,-9.723707696121062e-09,-1.6434366526405972e-05
170,-9.723707395353025e-08,-9.723707094584992e-09,-1.6531603600359502e-05
171,-9.723706037889849e-08,-9.723704981194706e-09,-1.66288406607384e-05
172,-9.723704664596675e-08,-9.723704347998642e-09,-1.6726077707384366e-05
173,-9.723703486126824e-08,-9.723702624255006e-09,-1.6823314742245634e-05
174,-9.723701007319001e-08,-9.723699390382995e-09,-1.6920551752318825e-05
175,-9.723697367713182e-08,-9.723695345043368e-09,-1.7017788725995956e-05
176,-9.723693007966149e-08,-9.72369067088893e-09,-1.7115025656075617e-05
177,-9.723688808723471e-08,-9.723686946558014e-09,-1.721226254416285e-05
178,-9.723685815288425e-08,-9.723684684018834e-09,-1.7309499402315735e-05
179,-9.723684642965363e-08,-9.72368460191189e-09,-1.740673624874539e-05
180,-9.723685647043264e-08,-9.723686692174639e-09,-1.7503973105215824e-05
181,-9.723685211364578e-08,-9.723683730554517e-09,-1.760120995732947e-05
182,-9.723682142308364e-08,-9.723680554062213e-09,-1.7698446778752553e-05
183,-9.723678643981454e-08,-9.723676733900697e-09,-1.7795683565192366e-05
184,-9.723674594671656e-08,-9.723672455442619e-09,-1.7892920311139082e-05
185,-9.723670605024657e-08,-9.723668754606694e-09,-1.799015701718933e-05
186,-9.723668454339435e-08,-9.723668154072175e-09,-1.8087393701732722e-05
187,-9.723668448590608e-08,-9.72366874310904e-09,-1.818463038621863e-05
188,-9.723668173656652e-08,-9.723667604204264e-09,-1.8281867067955195e-05
189,-9.723666321275743e-08,-9.723665038347224e-09,-1.8379103731167954e-05
190,-9.723663588407765e-08,-9.723662138468309e-09,-1.847634036705203e-05
191,-9.72366036910704e-08,-9.723658599745771e-09,-1.85735769707431e-05
192,-9.723657525216531e-08,-9.72365645068729e-09,-1.8670813545995266e-05
193,-9.723655229201204e-08,-9.723654007715119e-09,-1.8768050098287278e-05
194,-9.723652737378618e-08,-9.723651467042116e-09,-1.8865286625661065e-05
195,-9.723650652653076e-08,-9.723649838264034e-09,-1.8962523132187596e-05
196,-9.723649726554908e-08,-9.723649614845782e-09,-1.9059759629453146e-05
197,-9.723649283419076e-08,-9.723648951992368e-09,-1.9156996122287338e-05
198,-9.723647221415139e-08,-9.72364549083791e-09,-1.925423259450149e-05
199,-9.723645026100305e-08,-9.723644561362702e-09,-1.935146904476249e-05
200,-9.723644059652181e-08,-9.723643557941658e-09,-1.9448705485359012e-05
201,-9.723644001113151e-08,-9.723644444284643e-09,-1.9545941925370143e-05
202,-9.72364212645292e-08,-9.723639808621198e-09,-1.9643178346634673e-05
203,-9.723637960132868e-08,-9.723636111644539e-09,-1.9740414726236003e-05
204,-9.723636592600695e-08,-9.72363707355685e-09,-1.983765109216201e-05
205,-9.723638851233614e-08,-9.723640628910379e-09,-1.9934887480674347e-05
206,-9.723642020868909e-08,-9.72364341282744e-09,-2.0032123900883037e-05
207,-9.723642953937905e-08,-9.723642495048373e-09,-2.0129360330422414e-05
208,-9.72364103001226e-08,-9.723639564976145e-09,-2.0226596740722536e-05
209,-9.72363990554252e-08,-9.723640246108896e-09,-2.032383313977796e-05
210,-9.723640528553936e-08,-9.723640810998976e-09,-2.0421069545063498e-05
211,-9.723641680448112e-08,-9.723642549897249e-09,-2.051830596186798e-05
212,-9.723643825576276e-08,-9.723645101255302e-09,-2.0615542400123742e-05
213,-9.72364543914563e-08,-9.723645777035957e-09,-2.07127788545152e-05
214,-9.723643202403656e-08,-9.723640627771356e-09,-2.0810015286539235e-05
215,-9.723636157523714e-08,-9.723631687276075e-09,-2.090725164811447e-05
216,-9.723627556713791e-08,-9.723623426151508e-09,-2.100448792368161e-05
217,-9.723621926550385e-08,-9.723620426949263e-09,-2.1101724142947114e-05
218,-9.723622996563013e-08,-9.723625566176763e-09,-2.1198960372912745e-05
219,-9.723627448942867e-08,-9.723629331708972e-09,-2.1296196647402173e-05
220,-9.723630955195775e-08,-9.723632578682576e-09,-2.139343295695413e-05
221,-9.723633405752684e-08,-9.72363423282279e-09,-2.1490669291011656e-05
222,-9.723634462208646e-08,-9.723634691594503e-09,-2.158790563563374e-05
223,-9.7236345055784e-08,-9.723634319562295e-09,-2.1685141980689524e-05
224,-9.723635057378884e-08,-9.723635795195473e-09,-2.1782378331263313e-05
225,-9.723657937497293e-08,-9.723680079799113e-09,-2.1879614910638286e-05
226,-9.723755263817771e-08,-9.723830447836431e-09,-2.1976852463276463e-05
227,-9.723934486428091e-08,-9.72403852501975e-09,-2.2074091808140743e-05
228,-9.724131008633392e-08,-9.724223492247033e-09,-2.2171333118227076e-05
229,-9.724274104389945e-08,-9.724324716532856e-09,-2.2268575859270975e-05
230,-9.724341521070068e-08,-9.72435832560728e-09,-2.2365819274481674e-05
231,-9.72437614813908e-08,-9.72439397067088e-09,-2.2463063035963065e-05
232,-9.724397571118782e-08,-9.724401171566688e-09,-2.2560307011674253e-05
233,-9.72439443867722e-08,-9.72438770578775e-09,-2.2657550956061024e-05
234,-9.724394857954009e-08,-9.72440201012027e-09,-2.2754794904640564e-05
235,-9.724403941698376e-08,-9.724405873276485e-09,-2.2852038944057547e-05
236,-9.724403846584266e-08,-9.724401819892048e-09,-2.294928298252339e-05
237,-9.72439967339125e-08,-9.724397526890448e-09,-2.3046526979257302e-05
238,-9.724396251501799e-08,-9.724394976113152e-09,-2.314377094177232e-05
239,-9.72439477468654e-08,-9.724394573259928e-09,-2.3241014889519186e-05
240,-9.724394971684468e-08,-9.724395370109007e-09,-2.333825883923603e-05
241,-9.724395821460956e-08,-9.724396272812906e-09,-2.3435502797450642e-05
242,-9.724396508923297e-08,-9.724396745033689e-09,-2.3532746762539874e-05
243,-9.724396640546059e-08,-9.72439653605843e-09,-2.3629990728945335e-05
244,-9.724395951785109e-08,-9.724395367511792e-09,-2.3727234688463187e-05
245,-9.724406346369193e-08,-9.724417325226594e-09,-2.382447875192688e-05
246,-9.724409487095752e-08,-9.724401648964909e-09,-2.3921722846797837e-05
247,-9.724399608204468e-08,-9.724397567444027e-09,-2.4018966842879882e-05
248,-9.724398719445756e-08,-9.724399871447487e-09,-2.411621083007434e-05
249,-9.72440142364549e-08,-9.724402975843497e-09,-2.4213454844310795e-05
250,-9.724403542763897e-08,-9.7244041096843e-09,-2.4310698879738433e-05
251,-9.724393865549496e-08,-9.724383621414692e-09,-2.440794281839393e-05
252,-9.72439457967159e-08,-9.724405537928488e-09,-2.4505186764190644e-05
253,-9.72440327351752e-08,-9.724401009106551e-09,-2.4602430796925818e-05
254,-9.724404899106331e-08,-9.724408789106112e-09,-2.4699674845916882e-05
255,-9.724410822814581e-08,-9.724412856523052e-09,-2.479691895414503e-05
256,-9.72440709216536e-08,-9.724401327807667e-09,-2.489416302506668e-05
257,-9.724403553904151e-08,-9.724405780000634e-09,-2.4991407060605724e-05
258,-9.724406660334704e-08,-9.724407540668776e-09,-2.508865112720907e-05
259,-9.724400571979886e-08,-9.724393603290994e-09,-2.518589513292887e-05
260,-9.724393147760343e-08,-9.724392692229691e-09,-2.5283139064406473e-05
261,-9.724398869869526e-08,-9.72440504750936e-09,-2.538038305310517e-05
262,-9.72440450230995e-08,-9.72440395711054e-09,-2.5477627098128268e-05
263,-9.724417436132797e-08,-9.724430915155052e-09,-2.5574871272489597e-05
264,-9.72441666026725e-08,-9.724402405379446e-09,-2.567211543909227e-05
265,-9.724402665638612e-08,-9.72440292589778e-09,-2.5769359465748658e-05
266,-9.724403527301901e-08,-9.724404128706022e-09,-2.5866603501021678e-05
267,-9.72440522727935e-08,-9.724406325852678e-09,-2.596384755329447e-05
268,-9.724407243910468e-08,-9.72440816196826e-09,-2.6061091625733574e-05
269,-9.724409326742863e-08,-9.724410491517468e-09,-2.6158335719001002e-05
270,-9.724410478906053e-08,-9.724410466294635e-09,-2.6255579823790064e-05
271,-9.724409845206228e-08,-9.72440922411782e-09,-2.6352823922242127e-05
272,-9.724408955347592e-08,-9.724408686577366e-09,-2.6450068011795603e-05
273,-9.724409047882206e-08,-9.724409409187045e-09,-2.6547312102274426e-05
274,-9.724401630408759e-08,-9.724393851630474e-09,-2.6644556118578513e-05
275,-9.724397015119061e-08,-9.724400178607647e-09,-2.6741800088729702e-05
276,-9.724405256522651e-08,-9.724410334437655e-09,-2.6839044141294927e-05
277,-9.724409132451249e-08,-9.724407930464846e-09,-2.693628823261944e-05
278,-9.72441682607339e-08,-9.724425721681932e-09,-2.7033532400880174e-05
279,-9.72442010683814e-08,-9.724414491994347e-09,-2.7130776601948557e-05
280,-9.724411280051194e-08,-9.724408068108044e-09,-2.722802071474907e-05
281,-9.724409763947171e-08,-9.724411459786299e-09,-2.7325264812388543e-05
282,-9.724413293049134e-08,-9.72441512631197e-09,-2.7422508945319034e-05
283,-9.724403770826224e-08,-9.724392415340479e-09,-2.7519752983027298e-05
284,-9.724402724831877e-08,-9.724413034323275e-09,-2.7616997010275616e-05
285,-9.724412683893919e-08,-9.724412333464562e-09,-2.7714241137114555e-05
286,-9.724411471651159e-08,-9.724410609837755e-09,-2.7811485251831066e-05
287,-9.72441014338694e-08,-9.724409676936125e-09,-2.7908729353264935e-05
288,-9.724417114513558e-08,-9.72442455209099e-09,-2.800597352441007e-05
289,-9.724425395967515e-08,-9.724426239844038e-09,-2.8103217778369745e-05
290,-9.724419770525741e-08,-9.724413301207446e-09,-2.8200461976075004e-05
291,-9.72441304773047e-08,-9.724412794253493e-09,-2.8297706106552308e-05
292,-9.724412142923167e-08,-9.724411491592841e-09,-2.839495022798154e-05
293,-9.72441140567671e-08,-9.724411319760578e-09,-2.8492194342038306e-05
294,-9.724411989804661e-08,-9.724412659848743e-09,-2.858943846193635e-05
295,-9.724413980004906e-08,-9.724415300161067e-09,-2.8686682601736402e-05
296,-9.724417208317993e-08,-9.72441911647492e-09,-2.8783926773819582e-05
297,-9.724409894659651e-08,-9.72440067284438e-09,-2.888117087276618e-05
298,-9.724409368154546e-08,-9.724418063464709e-09,-2.8978414966447725e-05
299,-9.724418654989794e-08,-9.724419246514878e-09,-2.9075659152997625e-05
300,-9.724415715625024e-08,-9.724412184735172e-09,-2.9172903310153875e-05
301,-9.72441601492143e-08,-9.724419845107689e-09,-2.927014747030309e-05
302,-9.724420507582231e-08,-9.724421170056773e-09,-2.936739167537891e-05
303,-9.724417643391183e-08,-9.724414116725592e-09,-2.946463585181282e-05
304,-9.724416804829407e-08,-9.72441949293322e-09,-2.9561880019861114e-05
305,-9.7244207462455e-08,-9.724421999557781e-09,-2.965912422732357e-05
306,-9.72441466963477e-08,-9.724407339711759e-09,-2.9756368374019918e-05
307,-9.724410663976638e-08,-9.724413988241516e-09,-2.9853612480659686e-05
308,-9.724418921520369e-08,-9.724423854799221e-09,-2.995085666987489e-05
309,-9.724421323370319e-08,-9.724418791941416e-09,-3.0048100883108593e-05
310,-9.7244150874479e-08,-9.724411382954384e-09,-3.014534503398307e-05
311,-9.724421816693433e-08,-9.724432250432483e-09,-3.0242589252150006e-05
312,-9.724423740729387e-08,-9.724415231026292e-09,-3.03398334895573e-05
313,-9.724417850340447e-08,-9.724420469654601e-09,-3.0437077668060704e-05
314,-9.724422045394269e-08,-9.724423621133936e-09,-3.0534321888514645e-05
315,-9.724423145957342e-08,-9.724422670780747e-09,-3.063156611997422e-05
316,-9.724422029570865e-08,-9.724421388360983e-09,-3.072881034026993e-05
317,-9.7244207330065e-08,-9.724420077652017e-09,-3.08260545476e-05
318,-9.724420025031845e-08,-9.724419972411673e-09,-3.092329874785031e-05
319,-9.72441503754502e-08,-9.724410102678366e-09,-3.102054289822576e-05
320,-9.724407818581265e-08,-9.724405534484164e-09,-3.1117786976411576e-05
321,-9.724413769980012e-08,-9.724422005475862e-09,-3.1215031114111374e-05
322,-9.724420961840967e-08,-9.724419918206075e-09,-3.1312275323729785e-05
323,-9.724427127852816e-08,-9.724434337499556e-09,-3.140951959500831e-05
324,-9.724431113177132e-08,-9.72442788885471e-09,-3.1506763906140085e-05
325,-9.724423432110935e-08,-9.724418975367161e-09,-3.1604008140461196e-05
326,-9.724421359038963e-08,-9.724423742710765e-09,-3.170125235405159e-05
327,-9.724412594403571e-08,-9.724401446096376e-09,-3.179849647999563e-05
328,-9.72441236449433e-08,-9.724423282892285e-09,-3.189574060364057e-05
329,-9.724423021847717e-08,-9.724422760803149e-09,-3.1992984833859044e-05
330,-9.724420475215841e-08,-9.724418189628532e-09,-3.20902290386112e-05
331,-9.724417854530213e-08,-9.724417519431896e-09,-3.21874732171565e-05
332,-9.724429317006583e-08,-9.724441114581272e-09,-3.228471751032657e-05
333,-9.72443132606746e-08,-9.72442153755365e-09,-3.238196182358724e-05
334,-9.724413754531521e-08,-9.724405971509394e-09,-3.2479205961132554e-05
335,-9.724412117721758e-08,-9.724418263934124e-09,-3.257645008230977e-05
336,-9.724421945818206e-08,-9.724425627702289e-09,-3.267369430176795e-05
337,-9.724423428313182e-08,-9.724421228924078e-09,-3.277093853605108e-05
338,-9.724417941941842e-08,-9.724414654959605e-09,-3.28681827154705e-05
339,-9.724416048160736e-08,-9.72441744136187e-09,-3.296542687595211e-05
340,-9.72442203535819e-08,-9.72442662935451e-09,-3.306267109630569e-05
341,-9.724420322558922e-08,-9.724414015763334e-09,-3.315991529953128e-05
342,-9.724416908914892e-08,-9.724419802066449e-09,-3.3257159468620434e-05
343,-9.724420275873262e-08,-9.724420749680076e-09,-3.3354403671379166e-05
344,-9.724419313855035e-08,-9.724417878029996e-09,-3.345164786451772e-05
345,-9.724415822560616e-08,-9.724413767091238e-09,-3.354889202274333e-05
346,-9.724413079383373e-08,-9.724412391675506e-09,-3.3646136153537164e-05
347,-9.724412517823823e-08,-9.724412643972136e-09,-3.37433802787154e-05
348,-9.724412809815607e-08,-9.724412975659078e-09,-3.384062440681356e-05
349,-9.7244130509248e-08,-9.724413126190521e-09,-3.393786853732281e-05
350,-9.724413256422111e-08,-9.724413386653702e-09,-3.403511266988703e-05
351,-9.724414374738625e-08,-9.724415362823549e-09,-3.4132356813634416e-05
352,-9.72441597182221e-08,-9.72441658082087e-09,-3.422960097335264e-05
353,-9.724416884385022e-08,-9.72441718794917e-09,-3.432684514219649e-05
354,-9.724405433515231e-08,-9.724393679081292e-09,-3.4424089196531645e-05
355,-9.724401705810932e-08,-9.724409732540575e-09,-3.4521333213589754e-05
356,-9.724411917122393e-08,-9.724414101704212e-09,-3.461857733276098e-05
357,-9.724414023111699e-08,-9.724413944519184e-09,-3.4715821472992096e-05
358,-9.724413548188602e-08,-9.72441315185802e-09,-3.481306560847398e-05
359,-9.724411677913549e-08,-9.724410203969077e-09,-3.491030972525312e-05
360,-9.724408663058094e-08,-9.724407122147113e-09,-3.50075538118837e-05
361,-9.72440576722231e-08,-9.724404412297507e-09,-3.510479786955592e-05
