i,dt_segment_s,dt_residual_s_per_s,cumulative_dt_s
83,-1.0026693789083022e-07,-1.0026692253905293e-08,-8.322448524249421e-06
84,-1.0026693168527514e-07,-1.0026694083149736e-08,-8.422715455934695e-06
85,-1.0026683546894992e-07,-1.0026673010640249e-08,-8.522982291403646e-06
86,-1.002666964953445e-07,-1.0026666288428652e-08,-8.62324898789899e-06
87,-1.0026674519484735e-07,-1.0026682750540819e-08,-8.723515733093837e-06
88,-1.0026669982461916e-07,-1.0026657214383016e-08,-8.823782432918457e-06
89,-1.0026656359119933e-07,-1.0026655503856852e-08,-8.924048996509657e-06
90,-1.0026660178868761e-07,-1.002666485388067e-08,-9.024315598298345e-06
91,-1.0026658842108922e-07,-1.0026652830337173e-08,-9.124582186719434e-06
92,-1.0026644518560049e-07,-1.0026636206782927e-08,-9.224848631905035e-06
93,-1.0026637456393721e-07,-1.0026638706004517e-08,-9.325115006468973e-06
94,-1.002664206452166e-07,-1.0026645423038799e-08,-9.42538142711419e-06
95,-1.002663591568546e-07,-1.0026626408332124e-08,-9.525647786271045e-06
96,-1.0026624579664658e-07,-1.0026622750997192e-08,-9.625914032067692e-06
97,-1.0026628199419402e-07,-1.0026633647841612e-08,-9.726180314061886e-06
98,-1.0026619967788031e-07,-1.002660628773445e-08,-9.826446513739766e-06
99,-1.002660436342156e-07,-1.0026602439108674e-08,-9.926712557373982e-06
100,-1.0026609916659379e-07,-1.0026617394210083e-08,-1.0026978656540576e-05
101,-1.0026607814018048e-07,-1.0026598233826013e-08,-1.0127244734680756e-05
102,-1.0026592053191941e-07,-1.002658587255787e-08,-1.0227510655212676e-05
103,-1.0026589436022177e-07,-1.0026592999486483e-08,-1.0327776549572897e-05
104,-1.0026588623376507e-07,-1.0026584247266529e-08,-1.0428042435806661e-05
105,-1.0026578207919677e-07,-1.0026572168572825e-08,-1.0528308217885859e-05
106,-1.0026574508268108e-07,-1.0026576847963391e-08,-1.062857396296854e-05
107,-1.0026576097799043e-07,-1.0026575347634694e-08,-1.072883972394653e-05
108,-1.0026564472677045e-07,-1.00265535977194e-08,-1.08291053686733e-05
109,-1.0026543790467721e-07,-1.0026533983216044e-08,-1.0929370806577978e-05
110,-1.002647339356409e-07,-1.0026412803912135e-08,-1.1029635540513619e-05
111,-1.0026323228774829e-07,-1.002623365363752e-08,-1.1129898772801368e-05
112,-1.0026183531203705e-07,-1.0026133408769889e-08,-1.1230160608113405e-05
113,-1.0026119349614711e-07,-1.0026105290459534e-08,-1.1330421801609552e-05
114,-1.0026104159877437e-07,-1.002610302929534e-08,-1.1430682843208325e-05
115,-1.0026101575257806e-07,-1.002610012122027e-08,-1.1530943858960903e-05
116,-1.0026096851548815e-07,-1.0026093581877361e-08,-1.1631204827476392e-05
117,-1.0026090373324576e-07,-1.0026087164771792e-08,-1.1731465731209637e-05
118,-1.0026085484939286e-07,-1.0026083805106783e-08,-1.183172658605903e-05
119,-1.0026083250026919e-07,-1.0026082694947055e-08,-1.19319874185593e-05
120,-1.0026079765593067e-07,-1.002607683623908e-08,-1.203224821621523e-05
121,-1.0026074316939854e-07,-1.0026071797640629e-08,-1.2132508959384629e-05
122,-1.0026069156765343e-07,-1.0026066515890056e-08,-1.2232769650952282e-05
123,-1.002606349775505e-07,-1.0026060479620046e-08,-1.2333030285929833e-05
124,-1.002605688477645e-07,-1.0026053289932855e-08,-1.2433290854777598e-05
125,-1.0026050247254768e-07,-1.0026047204576681e-08,-1.2533551357250146e-05
126,-1.0026045285383822e-07,-1.0026043366190963e-08,-1.2633811810103984e-05
127,-1.0026041376206084e-07,-1.0026039386221203e-08,-1.2734072223866045e-05
128,-1.0026037068214797e-07,-1.0026034750208392e-08,-1.2834332594548193e-05
129,-1.002603241517045e-07,-1.0026030080132508e-08,-1.2934592918699898e-05
130,-1.002602697565596e-07,-1.002602387117941e-08,-1.3034853188456458e-05
131,-1.0026021699758947e-07,-1.0026019528338483e-08,-1.3135113405454048e-05
132,-1.0026016953825766e-07,-1.002601437931305e-08,-1.3235373574992305e-05
133,-1.00260120226838e-07,-1.0026009666054552e-08,-1.3335633695219144e-05
134,-1.0026007317937995e-07,-1.0026004969821435e-08,-1.3435893768398524e-05
135,-1.0026002574822306e-07,-1.0026000179823176e-08,-1.3536153794146747e-05
136,-1.0025997448809412e-07,-1.002599471779565e-08,-1.3636413768634841e-05
137,-1.0025993175404695e-07,-1.0025991633013743e-08,-1.3736673700388889e-05
138,-1.0025989589379569e-07,-1.0025987545745398e-08,-1.3836933596282685e-05
139,-1.0025986388549506e-07,-1.0025985231353615e-08,-1.393719346016818e-05
140,-1.0025984029698557e-07,-1.0025982828043498e-08,-1.4037453300465167e-05
141,-1.0025982042883585e-07,-1.0025981257723673e-08,-1.4137713120894003e-05
142,-1.002597850706631e-07,-1.002597575640895e-08,-1.4237972905964667e-05
143,-1.0025973845607609e-07,-1.0025971934806267e-08,-1.4338232644420742e-05
144,-1.002597055274089e-07,-1.0025969170675514e-08,-1.4438492349948151e-05
145,-1.0025968986474267e-07,-1.002596880227302e-08,-1.4538752039812894e-05
146,-1.0025967658975192e-07,-1.0025966515677363e-08,-1.4639011716402645e-05
147,-1.0025964634725753e-07,-1.0025962753774143e-08,-1.4739271362749903e-05
148,-1.0025961548937283e-07,-1.0025960344100423e-08,-1.4839530978239277e-05
149,-1.0025960353437227e-07,-1.0025960362774027e-08,-1.493979058177365e-05
150,-1.0025959168296318e-07,-1.002595797381861e-08,-1.5040050173456613e-05
151,-1.002595727998299e-07,-1.002595658614737e-08,-1.5140309746256443e-05
152,-1.0025954831332524e-07,-1.002595307651768e-08,-1.5240569294569768e-05
153,-1.0025952264748906e-07,-1.002595145298013e-08,-1.5340828817217256e-05
154,-1.0025950300721792e-07,-1.0025949148463454e-08,-1.5441088320224472e-05
155,-1.0025948077297232e-07,-1.0025947006131011e-08,-1.5541347800997443e-05
156,-1.002594688824255e-07,-1.002594677035409e-08,-1.5641607269879868e-05
157,-1.0025945644565418e-07,-1.0025944518776747e-08,-1.574186672632552e-05
158,-1.0025943147379562e-07,-1.0025941775982375e-08,-1.5842126157799317e-05
159,-1.0025940477236488e-07,-1.0025939178490603e-08,-1.594238556257168e-05
160,-1.002593803344701e-07,-1.0025936888403417e-08,-1.6042644942906152e-05
161,-1.0025935548372461e-07,-1.0025934208341506e-08,-1.6142904298389875e-05
162,-1.0025932135517474e-07,-1.002593006269344e-08,-1.624316361974505e-05
163,-1.0025928077278909e-07,-1.0025926091864375e-08,-1.6343422900517837e-05
164,-1.0025924673988381e-07,-1.0025923256112388e-08,-1.6443682147257722e-05
165,-1.0025921619545087e-07,-1.0025919982977785e-08,-1.6543941363453172e-05
166,-1.0025917658941363e-07,-1.002591533490494e-08,-1.6644200540042585e-05
167,-1.0025913611530142e-07,-1.0025911888155343e-08,-1.6744459676157887e-05
168,-1.002591052405553e-07,-1.0025909159955717e-08,-1.6844718781398442e-05
169,-1.0025908238346119e-07,-1.0025907316736518e-08,-1.6944977863781904e-05
170,-1.0025906317506498e-07,-1.002590531827648e-08,-1.704523692695697e-05
171,-1.002590383623892e-07,-1.0025902354201359e-08,-1.714549596531936e-05
172,-1.0025900835506656e-07,-1.0025899316811956e-08,-1.7245754973674426e-05
173,-1.0025898112392937e-07,-1.0025896907973922e-08,-1.7346013954798356e-05
174,-1.0025896160769148e-07,-1.0025895413564374e-08,-1.7446272916406046e-05
175,-1.0025894932964622e-07,-1.0025894452364867e-08,-1.7546531865735693e-05
176,-1.0025894270177288e-07,-1.0025894087989709e-08,-1.7646790808437465e-05
177,-1.0025892757820435e-07,-1.002589142765116e-08,-1.7747049736015668e-05
178,-1.0025890897544372e-07,-1.0025890367437582e-08,-1.7847308644991113e-05
179,-1.0025888617495588e-07,-1.0025886867553596e-08,-1.7947567531166068e-05
180,-1.0025888199209355e-07,-1.0025889530865112e-08,-1.804782641315816e-05
181,-1.0025890158487909e-07,-1.0025890786110706e-08,-1.814808531474304e-05
182,-1.0025887950204155e-07,-1.0025885114297602e-08,-1.824834419424508e-05
183,-1.002588331441223e-07,-1.002588151452686e-08,-1.8348603027389204e-05
184,-1.0025882571776477e-07,-1.0025883629026094e-08,-1.844886185310697e-05
185,-1.00258863822059e-07,-1.0025889135385707e-08,-1.854912071692903e-05
186,-1.0025891514002153e-07,-1.0025893892618598e-08,-1.864937963206905e-05
187,-1.0025893371509301e-07,-1.0025892850400006e-08,-1.8749638565784142e-05
188,-1.0025890829978728e-07,-1.0025888809557447e-08,-1.884989747408393e-05
189,-1.0025887281762392e-07,-1.0025885753967336e-08,-1.8950156346901554e-05
190,-1.0025885843306482e-07,-1.0025885932645627e-08,-1.9050415205334618e-05
191,-1.0025887268690002e-07,-1.0025888604734374e-08,-1.9150674078021518e-05
192,-1.002588967409589e-07,-1.0025890743457402e-08,-1.9250932974762476e-05
193,-1.002589053481757e-07,-1.0025890326177738e-08,-1.9351191880110652e-05
194,-1.0025889524182173e-07,-1.0025888722186608e-08,-1.9451450775352474e-05
195,-1.0025887817655182e-07,-1.0025886913123753e-08,-1.9551709653529025e-05
196,-1.0025886774649627e-07,-1.00258866361755e-08,-1.965196852127552e-05
197,-1.0025887128637838e-07,-1.0025887621100178e-08,-1.97522273925619e-05
198,-1.0025887053899043e-07,-1.0025886486697909e-08,-1.985248626310089e-05
199,-1.0025885923699888e-07,-1.0025885360701866e-08,-1.995274512233789e-05
200,-1.002588433059881e-07,-1.0025883300495753e-08,-2.0053003965643876e-05
201,-1.0025883059676287e-07,-1.002588281885682e-08,-2.015326279624064e-05
202,-1.002588331694474e-07,-1.0025883815032659e-08,-2.0253521629410087e-05
203,-1.0025883279703328e-07,-1.0025882744373997e-08,-2.035378046220712e-05
204,-1.0025882270641115e-07,-1.002588179690823e-08,-2.045403928491353e-05
205,-1.002588154221241e-07,-1.002588128751659e-08,-2.0554298100335652e-05
206,-1.0025881248256562e-07,-1.0025881208996534e-08,-2.065455691281822e-05
207,-1.0025881143578072e-07,-1.0025881078159611e-08,-2.0754815724253998e-05
208,-1.0025881525809544e-07,-1.0025881973459479e-08,-2.0855074539512095e-05
209,-1.0025880673511788e-07,-1.0025879373564095e-08,-2.0955333346247214e-05
210,-1.0025878493795225e-07,-1.0025877614026357e-08,-2.1055592131185166e-05
211,-1.0025877991031761e-07,-1.0025878368037166e-08,-2.1155850911095484e-05
212,-1.0025878518472564e-07,-1.002587866890796e-08,-2.125610969628021e-05
213,-1.0025878033375441e-07,-1.0025877397842925e-08,-2.1356368476613967e-05
214,-1.0025876666136544e-07,-1.0025875934430162e-08,-2.1456627243275334e-05
215,-1.0025876266705823e-07,-1.0025876598981485e-08,-2.1556886005942392e-05
216,-1.0025878434253133e-07,-1.0025880269524782e-08,-2.1657144790284925e-05
217,-1.0025881623537907e-07,-1.0025882977551032e-08,-2.1757403606520304e-05
218,-1.0025882370737248e-07,-1.0025881763923463e-08,-2.1857662430227677e-05
219,-1.0025880968657732e-07,-1.0025880173391998e-08,-2.1957921239914255e-05
220,-1.0025879602056433e-07,-1.0025879030720869e-08,-2.205818003593482e-05
221,-1.0025878925211026e-07,-1.0025878819701185e-08,-2.2158438825186933e-05
222,-1.0025878951865221e-07,-1.0025879084029258e-08,-2.2258697614705585e-05
223,-1.0025879019361371e-07,-1.0025878954693483e-08,-2.2358956404899198e-05
224,-1.0025878601057925e-07,-1.0025878247422368e-08,-2.2459215190909776e-05
225,-1.0025878971696839e-07,-1.0025879695971309e-08,-2.2559473980626742e-05
226,-1.0025880513374121e-07,-1.0025881330776932e-08,-2.2659732785760485e-05
227,-1.0025881976772095e-07,-1.002588262276726e-08,-2.2759991605528205e-05
228,-1.0025881563446758e-07,-1.0025880504126258e-08,-2.2860250421162673e-05
229,-1.0025880594089416e-07,-1.0025880684052575e-08,-2.2960509227103566e-05
230,-1.00258813205022e-07,-1.0025881956951829e-08,-2.3060768040308587e-05
231,-1.0025882198234153e-07,-1.0025882439516476e-08,-2.316102686229093e-05
232,-1.0025881943640118e-07,-1.0025881447763761e-08,-2.326128568172733e-05
233,-1.0025881963948608e-07,-1.0025882480133456e-08,-2.3361544501366818e-05
234,-1.0025881710016752e-07,-1.0025880939900048e-08,-2.3461803318466984e-05
235,-1.0025880892554021e-07,-1.0025880845207995e-08,-2.3562062127392524e-05
236,-1.002588067922384e-07,-1.0025880513239684e-08,-2.3662320934184764e-05
237,-1.0025879690066608e-07,-1.0025878866893531e-08,-2.376257973108543e-05
238,-1.0025878069636518e-07,-1.0025877272379503e-08,-2.3862838511781795e-05
239,-1.0025878007666184e-07,-1.0025878742952863e-08,-2.3963097291858456e-05
240,-1.0025878826480526e-07,-1.0025878910008188e-08,-2.4063356080123263e-05
241,-1.0025878069176452e-07,-1.0025877228344716e-08,-2.4163614860815026e-05
242,-1.0025878232635006e-07,-1.0025879236925297e-08,-2.4263873643141376e-05
243,-1.0025878455827829e-07,-1.002587767473036e-08,-2.4364132427699655e-05
244,-1.0025876814166878e-07,-1.0025875953603397e-08,-2.4464391195841323e-05
245,-1.0025876345984467e-07,-1.002587673836554e-08,-2.4564649959301167e-05
246,-1.0025875849360418e-07,-1.0025874960355296e-08,-2.466490871779477e-05
247,-1.0025875124508493e-07,-1.0025875288661691e-08,-2.4765167469039857e-05
248,-1.0025875306956074e-07,-1.0025875325250457e-08,-2.486542622210942e-05
249,-1.0025874713160944e-07,-1.0025874101071433e-08,-2.4965684969241028e-05
250,-1.002587439822759e-07,-1.0025874695383748e-08,-2.5065943713223305e-05
251,-1.0025874421683357e-07,-1.002587414798297e-08,-2.5166202457440138e-05
252,-1.002587316691473e-07,-1.0025872185846492e-08,-2.5266461189109287e-05
253,-1.0025872671328749e-07,-1.0025873156811007e-08,-2.5366719915822574e-05
254,-1.0025873588525413e-07,-1.0025874020239817e-08,-2.546697865170783e-05
255,-1.0025872831459372e-07,-1.0025871642678927e-08,-2.5567237380022422e-05
256,-1.0025872270302667e-07,-1.002587289792641e-08,-2.566749610272545e-05
257,-1.0025872815321075e-07,-1.0025872732715742e-08,-2.576775483087866e-05
258,-1.0025871658017634e-07,-1.0025870583319527e-08,-2.5868013547458833e-05
259,-1.0025871495187995e-07,-1.0025872407056462e-08,-2.5968272262410712e-05
260,-1.00258722285849e-07,-1.0025872050113337e-08,-2.6068530984696562e-05
261,-1.0025870925399686e-07,-1.0025869800686035e-08,-2.616878969395056e-05
262,-1.0025870381929143e-07,-1.0025870963172252e-08,-2.626904839776985e-05
263,-1.0025870708342432e-07,-1.0025870453512613e-08,-2.6369307104853274e-05
264,-1.0025869458088058e-07,-1.0025868462663503e-08,-2.6469565799434153e-05
265,-1.0025869403869499e-07,-1.0025870345075493e-08,-2.6569824493472847e-05
266,-1.0025870366617893e-07,-1.0025870388160291e-08,-2.6670083197139025e-05
267,-1.0025869724805615e-07,-1.0025869061450938e-08,-2.6770341894387082e-05
268,-1.0025867725400654e-07,-1.002586638935037e-08,-2.687060057164109e-05
269,-1.0025866582796336e-07,-1.0025866776242303e-08,-2.6970859237469052e-05
270,-1.0025867322428737e-07,-1.0025867868615169e-08,-2.707111791069334e-05
271,-1.0025867401514153e-07,-1.0025866934413138e-08,-2.7171376584708483e-05
272,-1.0025866708687671e-07,-1.0025866482962207e-08,-2.727163525179536e-05
273,-1.0025865869587579e-07,-1.002586525621295e-08,-2.7371893910491235e-05
274,-1.0025865316887614e-07,-1.0025865377562281e-08,-2.747215256366011e-05
275,-1.0025869096038315e-07,-1.0025872814514347e-08,-2.7572411254620493e-05
276,-1.0025910327553479e-07,-1.002594784059261e-08,-2.7672670357896026e-05
277,-1.0026032163974882e-07,-1.0026116487357152e-08,-2.7772930679535775e-05
278,-1.0026232561427874e-07,-1.0026348635498598e-08,-2.7873193005150055e-05
279,-1.0026459474003735e-07,-1.0026570312508868e-08,-2.7973457599890094e-05
280,-1.0026677776660515e-07,-1.002678524081216e-08,-2.8073724377656698e-05
281,-1.002690804540238e-07,-1.00270308499926e-08,-2.817399345811072e-05
282,-1.0027102757325515e-07,-1.0027174664658431e-08,-2.8274264485683975e-05
283,-1.002719708551245e-07,-1.0027219506366468e-08,-2.83745364565391e-05
284,-1.0027210329437994e-07,-1.0027201152509519e-08,-2.847480855983348e-05
285,-1.002718893931245e-07,-1.002717672611538e-08,-2.8575080449226602e-05
286,-1.0027175431395866e-07,-1.0027174136676352e-08,-2.8675352203540562e-05
287,-1.0027180033464541e-07,-1.0027185930252729e-08,-2.8775624003875208e-05
288,-1.0027184397934133e-07,-1.002718286561554e-08,-2.8875895847854548e-05
289,-1.0027180782641598e-07,-1.0027178699667654e-08,-2.8976167655680963e-05
290,-1.0027184617975226e-07,-1.0027190536282797e-08,-2.9076439501860714e-05
291,-1.0027187356469694e-07,-1.0027184176656593e-08,-2.917671137542541e-05
292,-1.002717509389797e-07,-1.0027166011139348e-08,-2.927698312636439e-05
293,-1.0027167626839759e-07,-1.0027169242540169e-08,-2.937725480263279e-05
294,-1.00271710685221e-07,-1.0027172894504028e-08,-2.947752651331801e-05
295,-1.002716521634317e-07,-1.0027157538182313e-08,-2.9577798165481443e-05
296,-1.0027156576087136e-07,-1.002715561399196e-08,-2.9678069731242315e-05
297,-1.0027159414567943e-07,-1.0027163215143928e-08,-2.9778341325387996e-05
298,-1.0027158695129168e-07,-1.0027154175114409e-08,-2.9878612912339287e-05
299,-1.0027150081018696e-07,-1.0027145986922982e-08,-2.9978884413149473e-05
300,-1.0027148784245143e-07,-1.0027151581567302e-08,-3.0079155900991923e-05
301,-1.0027147457203654e-07,-1.0027143332840004e-08,-3.0179427375563958e-05
302,-1.0027142252669767e-07,-1.0027141172499527e-08,-3.0279698798090657e-05
303,-1.0027147636029596e-07,-1.0027154099559669e-08,-3.0379970274450952e-05
304,-1.0027150459827965e-07,-1.002714682009626e-08,-3.048024177904923e-05
305,-1.002714414372125e-07,-1.0027141467346241e-08,-3.058051322048644e-05
306,-1.0027147995819893e-07,-1.0027154524293544e-08,-3.068078470044464e-05
307,-1.0027149489911084e-07,-1.0027144455528625e-08,-3.078105619534375e-05
308,-1.0027141008347998e-07,-1.0027137561167371e-08,-3.088132760542723e-05
309,-1.0027143085030835e-07,-1.00271486088943e-08,-3.098159903627753e-05
310,-1.0027144493348304e-07,-1.0027140377802308e-08,-3.1081870481211014e-05
311,-1.0027139356501618e-07,-1.0027138335200928e-08,-3.118214187477603e-05
312,-1.002714469785283e-07,-1.0027151060504733e-08,-3.128241332175456e-05
313,-1.0027143597569625e-07,-1.0027136134634519e-08,-3.138268475773025e-05
314,-1.0027134995184797e-07,-1.0027133855735076e-08,-3.14829561076821e-05
315,-1.0027134400151263e-07,-1.002713494456745e-08,-3.158322745168361e-05
316,-1.0027128593606618e-07,-1.0027122242645786e-08,-3.168349873761968e-05
317,-1.0027124546386961e-07,-1.0027126850128136e-08,-3.178376998308355e-05
318,-1.0027130253077548e-07,-1.002713365602696e-08,-3.1884041285614326e-05
319,-1.002712637543776e-07,-1.0027119094848562e-08,-3.19843125493687e-05
320,-1.0027121895723634e-07,-1.0027124696598704e-08,-3.2084583768325936e-05
321,-1.0027125689993831e-07,-1.0027126683388956e-08,-3.2184855025225875e-05
322,-1.002711728477762e-07,-1.0027107886166287e-08,-3.228512619807365e-05
323,-1.0027113452188905e-07,-1.0027119018211524e-08,-3.238539733259554e-05
324,-1.0027119344694303e-07,-1.0027119671177085e-08,-3.248566852604248e-05
325,-1.0027109842474213e-07,-1.002710001377134e-08,-3.258593962446722e-05
326,-1.0027108990622071e-07,-1.0027117967472802e-08,-3.2686210714373445e-05
327,-1.0027113840360642e-07,-1.0027109713248478e-08,-3.2786481852777054e-05
328,-1.002710411896163e-07,-1.0027098524674779e-08,-3.288675289396667e-05
329,-1.0027106474910524e-07,-1.002711442514627e-08,-3.298702395871578e-05
330,-1.0027108791145394e-07,-1.0027103157144518e-08,-3.308729504662723e-05
331,-1.0027099329894346e-07,-1.0027095502644174e-08,-3.318756603992617e-05
332,-1.0027100730382697e-07,-1.0027105958121219e-08,-3.328783704723e-05
333,-1.002709764119891e-07,-1.0027089324276604e-08,-3.3388108023641985e-05
334,-1.0027091217702198e-07,-1.0027093111127792e-08,-3.3488378935819004e-05
335,-1.0027064360174575e-07,-1.0027035609221354e-08,-3.358864957942075e-05
336,-1.0026934099190274e-07,-1.0026832589159195e-08,-3.368891892041265e-05
337,-1.0026723578434845e-07,-1.0026614567710493e-08,-3.3789186156196995e-05
338,-1.00265861632685e-07,-1.0026557758826508e-08,-3.388945201782968e-05
339,-1.002656284495877e-07,-1.0026567931091033e-08,-3.398971764627927e-05
340,-1.0026564027543057e-07,-1.0026560123995082e-08,-3.40899832865547e-05
341,-1.0026562336933293e-07,-1.0026564549871501e-08,-3.4190248909924034e-05
342,-1.0026565241126876e-07,-1.002656593238225e-08,-3.4290514562335305e-05
343,-1.0026567400922247e-07,-1.0026568869462245e-08,-3.439078023634453e-05
344,-1.0026570600353874e-07,-1.0026572331245506e-08,-3.449104594234807e-05
345,-1.0026572893086895e-07,-1.0026573454928284e-08,-3.4591311671278936e-05
346,-1.0026573037923799e-07,-1.0026572620919317e-08,-3.4691577401658174e-05
