i,dt_segment_s,dt_residual_s_per_s,cumulative_dt_s
8771,-9.864091832602365e-08,-9.86409296325698e-09,-0.014474453547594567
8772,-9.864103865582468e-08,-9.864114767907957e-09,-0.014474552188633224
8773,-9.864117260968858e-08,-9.864119754029758e-09,-0.014474650829805834
8774,-9.864124534408046e-08,-9.864129314786335e-09,-0.014474749471051178
8775,-9.864140733064849e-08,-9.864152151343364e-09,-0.014474848112458508
8776,-9.864152900003592e-08,-9.864153648663819e-09,-0.014474946753987509
8777,-9.86416447235592e-08,-9.864175296048022e-09,-0.014475045395632232
8778,-9.86417848594536e-08,-9.864181675842698e-09,-0.014475144037417093
8779,-9.864185966629725e-08,-9.864190257416751e-09,-0.014475242679276759
8780,-9.864201182478871e-08,-9.864212107540993e-09,-0.014475341321288583
8781,-9.86421088905041e-08,-9.864209670559829e-09,-0.014475439963397474
8782,-9.864219802475145e-08,-9.864229934390463e-09,-0.014475538605595499
8783,-9.864234655590937e-08,-9.86423937679141e-09,-0.014475637247942055
8784,-9.864243555528626e-08,-9.86424773426584e-09,-0.01447573589037761
8785,-9.864259509194155e-08,-9.864271284122469e-09,-0.014475834532972702
8786,-9.864270479156063e-08,-9.864269674189657e-09,-0.014475933175677493
8787,-9.864280738203926e-08,-9.864291802218196e-09,-0.014476031818484876
8788,-9.864298469849785e-08,-9.864305137481375e-09,-0.014476130461469575
8789,-9.864309379692747e-08,-9.86431362190412e-09,-0.014476229104563372
8790,-9.864327260531028e-08,-9.86434089915794e-09,-0.014476327747835978
8791,-9.864338120772289e-08,-9.864335342386638e-09,-0.014476426391217186
8792,-9.864343136688035e-08,-9.864350930989432e-09,-0.014476525034648554
8793,-9.864356982905955e-08,-9.864363034822479e-09,-0.014476623678218383
8794,-9.8643665544291e-08,-9.864370074035724e-09,-0.014476722321883928
8795,-9.864384503219256e-08,-9.864398932402788e-09,-0.01447682096572896
8796,-9.864399429655154e-08,-9.86439992690752e-09,-0.014476919609723256
8797,-9.864407478105785e-08,-9.864415029304051e-09,-0.014477018253798038
8798,-9.864421878529599e-08,-9.864428727755146e-09,-0.014477116898016822
8799,-9.864431136058588e-08,-9.864433544362028e-09,-0.014477215542328182
8800,-9.864447174310275e-08,-9.864460804258522e-09,-0.014477314186799926
8801,-9.86446106032627e-08,-9.864461316394018e-09,-0.01447741283141053
8802,-9.864468230341463e-08,-9.864475144288907e-09,-0.014477511476092832
8803,-9.864481871731075e-08,-9.864488599173243e-09,-0.01447761012091155
8804,-9.864488500554375e-08,-9.864488401935507e-09,-0.014477708765796555
8805,-9.864495478038604e-08,-9.8645025541417e-09,-0.014477807410751336
8806,-9.864497617969734e-08,-9.864492681797768e-09,-0.014477906055727517
8807,-9.864497435803002e-08,-9.864502189808234e-09,-0.014478004700701874
8808,-9.864508074475052e-08,-9.864513959141869e-09,-0.014478103345782619
8809,-9.86450930011856e-08,-9.864504641095251e-09,-0.01447820199087562
8810,-9.86450791422236e-08,-9.864511187349468e-09,-0.014478300635954762
8811,-9.86450878186759e-08,-9.864506376385713e-09,-0.014478399281042581
8812,-9.864501471923496e-08,-9.86449656746128e-09,-0.0144784979260573
8813,-9.86450436667118e-08,-9.864512165881079e-09,-0.014478596571100967
8814,-9.864513041535097e-08,-9.864513917189114e-09,-0.014478695216231382
8815,-9.864511775834457e-08,-9.8645096344798e-09,-0.01447879386134914
8816,-9.864515658303601e-08,-9.864521682127402e-09,-0.014478892506505723
8817,-9.86451605023231e-08,-9.864510418337218e-09,-0.014478991151666225
8818,-9.864510731956095e-08,-9.864511045574974e-09,-0.014479089796773544
8819,-9.864515296398372e-08,-9.864519547221768e-09,-0.014479188441926508
8820,-9.864515927865343e-08,-9.864512308508918e-09,-0.014479287087085787
8821,-9.864519316368375e-08,-9.864526324227833e-09,-0.01447938573227895
8822,-9.864525967886536e-08,-9.864525611545241e-09,-0.01447948437753863
8823,-9.864518130535942e-08,-9.86451064952664e-09,-0.014479583022719934
8824,-9.864512420528674e-08,-9.864514191530704e-09,-0.014479681667844139
8825,-9.864511508469569e-08,-9.864508825408434e-09,-0.014479780312959224
8826,-9.864508935020831e-08,-9.864509044633232e-09,-0.014479878958048574
8827,-9.864516250950604e-08,-9.864523457267975e-09,-0.014479977603211083
8828,-9.864518457564476e-08,-9.864513457860979e-09,-0.01448007624839566
8829,-9.864510334613286e-08,-9.864507211365595e-09,-0.014480174893499006
8830,-9.864512743453029e-08,-9.864518275540462e-09,-0.01448027353862644
8831,-9.864513096848878e-08,-9.864507918157294e-09,-0.014480372183757409
8832,-9.864507656295327e-08,-9.864507394433358e-09,-0.014480470828833972
8833,-9.864514267856084e-08,-9.864521141278808e-09,-0.014480569473976652
8834,-9.864518231584251e-08,-9.864515321889696e-09,-0.014480668119158968
8835,-9.864517514979453e-08,-9.864519708069208e-09,-0.014480766764334118
8836,-9.864525819860613e-08,-9.86453193165202e-09,-0.014480865409592316
8837,-9.86452447250381e-08,-9.864517013355598e-09,-0.01448096405483704
8838,-9.864517057432085e-08,-9.86451710150857e-09,-0.014481062700007614
8839,-9.864523109723794e-08,-9.864529117939016e-09,-0.01448116134523871
8840,-9.86452330883167e-08,-9.864517499724322e-09,-0.014481259990471798
8841,-9.864521033420332e-08,-9.864524567116341e-09,-0.014481358635682132
8842,-9.864523410436233e-08,-9.864522253756126e-09,-0.014481457280916236
8843,-9.864510562094338e-08,-9.864498870432548e-09,-0.014481555926021857
8844,-9.864498963145661e-08,-9.864499055858774e-09,-0.014481654571011488
8845,-9.864491756784608e-08,-9.864484457710443e-09,-0.014481753215929056
8846,-9.864479992546276e-08,-9.86447552738211e-09,-0.014481851860728982
8847,-9.86447969056655e-08,-9.86448385375099e-09,-0.014481950505525887
8848,-9.864472986452197e-08,-9.864462119153403e-09,-0.01448204915025575
8849,-9.864457029937156e-08,-9.86445194072091e-09,-0.01448214779482605
8850,-9.864451075881803e-08,-9.864450211042695e-09,-0.014482246439336809
8851,-9.86444068999702e-08,-9.864431168951346e-09,-0.014482345083743709
8852,-9.864434072289261e-08,-9.864436975627178e-09,-0.014482443728084432
8853,-9.864434523540025e-08,-9.86443207145287e-09,-0.014482542372429668
8854,-9.864426368258581e-08,-9.86442066506429e-09,-0.01448264101669335
8855,-9.864419798213738e-08,-9.864418931363186e-09,-0.014482739660891333
8856,-9.864406634867696e-08,-9.864394338372209e-09,-0.014482838304957682
8857,-9.864393491680078e-08,-9.864392644987946e-09,-0.014482936948892598
8858,-9.864382030812092e-08,-9.864371416636236e-09,-0.014483035592712907
8859,-9.864362656527166e-08,-9.864353896418096e-09,-0.014483134236339472
8860,-9.864349802362078e-08,-9.864345708306059e-09,-0.014483232879837497
8861,-9.864331778443322e-08,-9.864317848580586e-09,-0.014483331523155282
8862,-9.864312416380722e-08,-9.864306984180857e-09,-0.014483430166279445
8863,-9.864293125293725e-08,-9.864279266406592e-09,-0.014483528809210697
8864,-9.86427059214836e-08,-9.86426191789013e-09,-0.01448362745191662
8865,-9.864258344018121e-08,-9.86425477014611e-09,-0.01448372609450006
8866,-9.864244195615851e-08,-9.864233621085591e-09,-0.014483824736942015
8867,-9.864232826694274e-08,-9.864232032302957e-09,-0.014483923379270283
8868,-9.864221427242562e-08,-9.864210822182168e-09,-0.014484022021484555
8869,-9.864205211855597e-08,-9.864199601529026e-09,-0.014484120663536673
8870,-9.864196317361081e-08,-9.864193033193135e-09,-0.014484219305499847
8871,-9.86418288433351e-08,-9.86417273547388e-09,-0.014484317947328691
8872,-9.864175215377848e-08,-9.864177695281813e-09,-0.014484416589080845
8873,-9.864169268365546e-08,-9.864160841449278e-09,-0.014484515230773529
8874,-9.86415679366988e-08,-9.86415274589048e-09,-0.014484613872341465
8875,-9.86415022027226e-08,-9.86414769465404e-09,-0.014484712513843668
8876,-9.864141222235616e-08,-9.864134749817192e-09,-0.01448481115525589
8877,-9.864138147868301e-08,-9.86414154591941e-09,-0.014484909796637368
8878,-9.864130840089431e-08,-9.864120134259454e-09,-0.014485008437945769
8879,-9.864118863309038e-08,-9.864117592358626e-09,-0.014485107079134403
8880,-9.864109060590384e-08,-9.864100528822141e-09,-0.014485205720225009
8881,-9.864097444902469e-08,-9.864094360982796e-09,-0.014485304361199458
8882,-9.864091228501544e-08,-9.864088096020293e-09,-0.014485403002111744
8883,-9.864082833537379e-08,-9.864077571054465e-09,-0.01448550164294008
8884,-9.86407618559625e-08,-9.864074800138037e-09,-0.014485600283701935
8885,-9.864063175361718e-08,-9.864051550585398e-09,-0.014485698924333688
8886,-9.864052798855118e-08,-9.864054047124839e-09,-0.014485797564861676
8887,-9.864044637582105e-08,-9.864035228039371e-09,-0.014485896205308052
8888,-9.864034284218851e-08,-9.864033340398329e-09,-0.014485994845650893
8889,-9.864024479375857e-08,-9.864015618353384e-09,-0.014486093485895687
8890,-9.864011914068582e-08,-9.864008209783782e-09,-0.014486192126014827
8891,-9.864004280881884e-08,-9.864000351979985e-09,-0.014486290766057636
8892,-9.863995457527978e-08,-9.863990563075971e-09,-0.014486389406012212
8893,-9.863989926484084e-08,-9.863989289892198e-09,-0.014486488045911476
8894,-9.863982204937071e-08,-9.863975119981944e-09,-0.014486586685733526
8895,-9.86397846386846e-08,-9.863981807754973e-09,-0.014486685325518165
8896,-9.863974263986448e-08,-9.863966720217925e-09,-0.014486783965260805
8897,-9.863970719961427e-08,-9.863974719704928e-09,-0.014486882604968004
8898,-9.863964642755345e-08,-9.863954565805762e-09,-0.014486981244614432
8899,-9.86395713425966e-08,-9.863959702713556e-09,-0.014487079884185775
8900,-9.863951919443811e-08,-9.863944136174066e-09,-0.01448717852370497
8901,-9.86394529719705e-08,-9.863946458220038e-09,-0.014487277163157942
8902,-9.863939108509386e-08,-9.863931758798734e-09,-0.014487375802549027
8903,-9.86393171967444e-08,-9.863931680550148e-09,-0.014487474441866224
8904,-9.863926201901376e-08,-9.8639207232526e-09,-0.014487573081128243
8905,-9.863919356512679e-08,-9.863917989772756e-09,-0.014487671720321808
8906,-9.863910717123068e-08,-9.863903444473381e-09,-0.014487770359428978
8907,-9.863901108696045e-08,-9.863898772918708e-09,-0.014487868998440066
8908,-9.863892911737436e-08,-9.863887050556163e-09,-0.014487967637369183
8909,-9.863884520156044e-08,-9.863881989755926e-09,-0.014488066276214384
8910,-9.863877567374457e-08,-9.863873144992988e-09,-0.014488164914990057
8911,-9.863870666732038e-08,-9.863868188471087e-09,-0.014488263553696725
8912,-9.863862198434538e-08,-9.86385620839799e-09,-0.014488362192318709
8913,-9.863852152598011e-08,-9.863848096798035e-09,-0.014488460830840235
8914,-9.863844833009199e-08,-9.863841569220364e-09,-0.014488559469288564
8915,-9.863838560997723e-08,-9.86383555277508e-09,-0.014488658107674175
8916,-9.863831726991356e-08,-9.86382790120763e-09,-0.014488756745991444
8917,-9.863824332195427e-08,-9.863820763183222e-09,-0.014488855384234766
8918,-9.86381863346316e-08,-9.863816503743097e-09,-0.0144889540224211
8919,-9.863814161435164e-08,-9.86381181912723e-09,-0.014489052660562714
8920,-9.863810849955906e-08,-9.863809880784583e-09,-0.014489151298671213
8921,-9.863808988846803e-08,-9.863808096909023e-09,-0.014489249936761102
8922,-9.863806640129108e-08,-9.863805183349196e-09,-0.014489348574827502
8923,-9.863803898374128e-08,-9.863802613399057e-09,-0.014489447212866486
8924,-9.863801349450951e-08,-9.863800085502845e-09,-0.01448954585087998
8925,-9.86379912847811e-08,-9.863798171453375e-09,-0.014489644488871266
8926,-9.86379557548272e-08,-9.863792979512065e-09,-0.01448974312682702
8927,-9.863793974000848e-08,-9.863794968489632e-09,-0.01448984176476676
8928,-9.86379124961618e-08,-9.86378753074273e-09,-0.014489940402679256
8929,-9.863788917420819e-08,-9.863790304098909e-09,-0.01449003904056843
8930,-9.863784290749415e-08,-9.863778277399922e-09,-0.014490137678411338
8931,-9.863781341310948e-08,-9.863784405221974e-09,-0.014490236316224751
8932,-9.863778266481254e-08,-9.863772127740536e-09,-0.014490334954007415
8933,-9.863773369368521e-08,-9.863774610996505e-09,-0.01449043359174111
8934,-9.863765071171889e-08,-9.863755531347275e-09,-0.014490532229391822
8935,-9.86375409718038e-08,-9.863752663013486e-09,-0.014490630866932794
8936,-9.863746439413734e-08,-9.863740215813979e-09,-0.014490729504397188
8937,-9.863739686873171e-08,-9.863739157932363e-09,-0.014490828141794056
8938,-9.863736640894321e-08,-9.86373412385628e-09,-0.014490926779160465
8939,-9.863731678728247e-08,-9.863729233600215e-09,-0.014491025416477251
8940,-9.863727017395759e-08,-9.863724801191304e-09,-0.014491124053747426
8941,-9.86372052174166e-08,-9.863716242292016e-09,-0.014491222690952644
8942,-9.863716484897524e-08,-9.86371672750303e-09,-0.014491321328117493
8943,-9.863712132912439e-08,-9.863707538321846e-09,-0.014491419965238821
8944,-9.863710905963727e-08,-9.863714273605611e-09,-0.014491518602347882
8945,-9.863708215835345e-08,-9.863702158065077e-09,-0.01449161723943004
8946,-9.863705124250486e-08,-9.863708090435892e-09,-0.014491715876481282
8947,-9.86370393553808e-08,-9.863699780640265e-09,-0.014491814513520638
8948,-9.863702011543144e-08,-9.863704242446024e-09,-0.014491913150540754
8949,-9.863703013599698e-08,-9.863701784753371e-09,-0.01449201178757089
8950,-9.863701086063177e-08,-9.863700387372982e-09,-0.01449211042458175
8951,-9.863700307575959e-08,-9.863700227778937e-09,-0.014492209061584826
8952,-9.863696891487632e-08,-9.863693555196328e-09,-0.014492307698553742
8953,-9.863696388348278e-08,-9.863699221500227e-09,-0.014492406335517625
8954,-9.863694471458682e-08,-9.863689721417137e-09,-0.01449250497246234
8955,-9.863691564596242e-08,-9.863693407775345e-09,-0.014492603609377985
8956,-9.863690051111185e-08,-9.863686694447025e-09,-0.014492702246278497
8957,-9.863685216688991e-08,-9.86368373893096e-09,-0.014492800883130664
8958,-9.86368244932946e-08,-9.863681159727965e-09,-0.014492899519955157
8959,-9.863677132906883e-08,-9.863673106085803e-09,-0.014492998156726486
8960,-9.863673120087245e-08,-9.863673134088687e-09,-0.014493096793457687
8961,-9.863666092788114e-08,-9.863659051487542e-09,-0.014493195430118615
8962,-9.863658665314585e-08,-9.863658279141629e-09,-0.014493294066705268
8963,-9.863657689708219e-08,-9.86365710027481e-09,-0.014493392703282166
8964,-9.863681398493335e-08,-9.863705696711858e-09,-0.014493491340096152
8965,-9.863720200281275e-08,-9.863734703850691e-09,-0.014493589977298155
8966,-9.863737351724648e-08,-9.863739999598604e-09,-0.014493688614671672
8967,-9.863734102318683e-08,-9.863728205038762e-09,-0.014493787252012695
8968,-9.863720869959163e-08,-9.863713534879562e-09,-0.014493885889221394
8969,-9.863716791363663e-08,-9.863720047847765e-09,-0.014493984526389309
8970,-9.863719374452833e-08,-9.863718701057899e-09,-0.014494083163583053
8971,-9.863714767869729e-08,-9.86371083468156e-09,-0.014494181800730732
8972,-9.863712320163587e-08,-9.863713805645615e-09,-0.014494280437853934
8973,-9.863708172949793e-08,-9.863702540253968e-09,-0.014494379074935664
8974,-9.863698531879308e-08,-9.863694523504647e-09,-0.014494477711920983
8975,-9.863697810029419e-08,-9.863701096554191e-09,-0.014494576348899084
8976,-9.863695120631406e-08,-9.86368914470862e-09,-0.01449467498585029
8977,-9.863685792492824e-08,-9.863682440277028e-09,-0.014494773622708214
8978,-9.863686428241216e-08,-9.863690416205403e-09,-0.014494872259572496
8979,-9.863682901843868e-08,-9.863675387482333e-09,-0.014494970896401515
8980,-9.863672694614467e-08,-9.8636700017466e-09,-0.01449506953312846
8981,-9.863674584460547e-08,-9.863679167174494e-09,-0.014495168169874305
8982,-9.863670939635533e-08,-9.863662712096572e-09,-0.0144952668065837
8983,-9.863661906877876e-08,-9.86366110165918e-09,-0.01449536544320277
8984,-9.863665211433576e-08,-9.863669321207972e-09,-0.014495464079854884
8985,-9.86366263288715e-08,-9.86365594456633e-09,-0.014495562716481213
8986,-9.863656780086371e-08,-9.863657615606412e-09,-0.014495661353049014
8987,-9.863660972485845e-08,-9.863664329365276e-09,-0.014495759989658739
8988,-9.863657957463937e-08,-9.8636515855626e-09,-0.014495858626238313
8989,-9.863652594575826e-08,-9.863653603589053e-09,-0.014495957262764259
8990,-9.863654227594428e-08,-9.863654851599804e-09,-0.014496055899306535
8991,-9.863650619642071e-08,-9.863646387684339e-09,-0.014496154535812732
8992,-9.863649224383824e-08,-9.863652061083311e-09,-0.014496253172304975
8993,-9.863651291193379e-08,-9.86365052130345e-09,-0.014496351808817887
8994,-9.86364561101401e-08,-9.86364070072457e-09,-0.014496450445273997
8995,-9.863642673396116e-08,-9.863644646067664e-09,-0.014496549081700732
8996,-9.863641036743846e-08,-9.863637427420025e-09,-0.0144966477181111
8997,-9.86363390515304e-08,-9.863630382886053e-09,-0.014496746354450151
8998,-9.863635867727075e-08,-9.863641352568099e-09,-0.014496844990808829
8999,-9.863637091518792e-08,-9.863632830469483e-09,-0.014496943627179744
9000,-9.86363052459906e-08,-9.863628218728638e-09,-0.01449704226348499
9001,-9.863633755441945e-08,-9.863639292155253e-09,-0.014497140899822545
9002,-9.863634198632625e-08,-9.863629105109998e-09,-0.014497239536164531
9003,-9.863629278740163e-08,-9.863629452370327e-09,-0.01449733817245732
9004,-9.863635233697517e-08,-9.863641015024708e-09,-0.014497436808809657
9005,-9.863635851372344e-08,-9.863630687719979e-09,-0.01449753544516817
9006,-9.86363321664951e-08,-9.863635745579041e-09,-0.014497634081500337
9007,-9.863639741040464e-08,-9.86364373650189e-09,-0.014497732717897747
9008,-9.8636405480419e-08,-9.86363735958191e-09,-0.014497831354303228
9009,-9.863639642100288e-08,-9.863641924618665e-09,-0.014497929990699649
9010,-9.863641384300014e-08,-9.863640843981363e-09,-0.014498028627113491
9011,-9.863636267271375e-08,-9.863631690561384e-09,-0.014498127263476164
9012,-9.863636248165372e-08,-9.863640805769361e-09,-0.014498225899838646
9013,-9.863641023183116e-08,-9.863641240596873e-09,-0.014498324536248879
9014,-9.86364042055737e-08,-9.863639600517865e-09,-0.014498423172653084
9015,-9.86364471184035e-08,-9.863649823162835e-09,-0.014498521809100202
9016,-9.86364605072886e-08,-9.863642278294888e-09,-0.01449862044556071
9017,-9.863639221757262e-08,-9.863636165219634e-09,-0.014498719081952927
9018,-9.863641670630563e-08,-9.863647176041493e-09,-0.014498817718369634
9019,-9.863642804587057e-08,-9.863638433132622e-09,-0.01449891635479768
9020,-9.863639630214249e-08,-9.863640827295876e-09,-0.014499014991193982
9021,-9.863646447112081e-08,-9.863652066928287e-09,-0.014499113627658454
9022,-9.863646058570302e-08,-9.863640050212314e-09,-0.01449921226411904
9023,-9.863641550186081e-08,-9.863643050159849e-09,-0.014499310900534542
9024,-9.863646136139766e-08,-9.863649222119684e-09,-0.014499409536995904
9025,-9.863645792269075e-08,-9.863642362418468e-09,-0.014499508173453827
9026,-9.863646625724108e-08,-9.863650889029745e-09,-0.014499606809920084
9027,-9.863650682230631e-08,-9.863650475431517e-09,-0.014499705446426906
9028,-9.863646745105935e-08,-9.863643014780353e-09,-0.014499804082894356
9029,-9.863648242631261e-08,-9.86365347048217e-09,-0.014499902719376782
9030,-9.863652187129931e-08,-9.863650903777694e-09,-0.014500001355898655
9031,-9.863650142487006e-08,-9.863649381196319e-09,-0.01450009999240008
9032,-9.863655069548521e-08,-9.863660757900723e-09,-0.014500198628950776
9033,-9.86365623695085e-08,-9.863651716000978e-09,-0.014500297265513145
9034,-9.863652585118491e-08,-9.863653454236005e-09,-0.014500395902038997
9035,-9.863658657604598e-08,-9.86366386097319e-09,-0.014500494538625572
9036,-9.863657529599133e-08,-9.863651198225075e-09,-0.014500593175200869
9037,-9.863653900099985e-08,-9.863656601974893e-09,-0.01450069181173987
9038,-9.863659298985876e-08,-9.863661995996857e-09,-0.01450079044833286
9039,-9.863659373351456e-08,-9.863656750706055e-09,-0.014500889084926593
9040,-9.863660121884403e-08,-9.86366349306275e-09,-0.014500987721527811
9041,-9.863661769496037e-08,-9.863660045929322e-09,-0.014501086358145506
9042,-9.863658262601357e-08,-9.863656479273394e-09,-0.014501184994728132
9043,-9.863663468979143e-08,-9.86367045868489e-09,-0.014501283631362822
9044,-9.863666746648751e-08,-9.86366303461261e-09,-0.014501382268030287
9045,-9.863664953221539e-08,-9.863666871830468e-09,-0.01450148090467982
9046,-9.863671058516635e-08,-9.8636752452028e-09,-0.014501579541390405
9047,-9.863670439424915e-08,-9.86366563364703e-09,-0.0145016781780948
9048,-9.863668178560701e-08,-9.863670723474374e-09,-0.014501776814776586
9049,-9.863672082885374e-08,-9.863673442296375e-09,-0.014501875451497415
9050,-9.863669600346423e-08,-9.863665758396467e-09,-0.014501974088193419
9051,-9.863670524679853e-08,-9.86367529096324e-09,-0.014502072724898665
9052,-9.863673765401337e-08,-9.863672239839433e-09,-0.01450217136163632
9053,-9.863671965897808e-08,-9.863671691956182e-09,-0.014502269998355978
9054,-9.863680493713375e-08,-9.863689295470569e-09,-0.014502368635160915
9055,-9.863685330742745e-08,-9.863681366014923e-09,-0.014502467272014222
9056,-9.863685947011523e-08,-9.863690528008121e-09,-0.014502565908873692
9057,-9.863695227121747e-08,-9.863699926235372e-09,-0.014502664545825963
9058,-9.863700624303958e-08,-9.863701322372543e-09,-0.014502763182832206
9059,-9.863709529578744e-08,-9.863717736784946e-09,-0.014502861819927501
9060,-9.863718291258256e-08,-9.863718845731565e-09,-0.014502960457110414
9061,-9.863719019574459e-08,-9.863719193417356e-09,-0.01450305909430061
9062,-9.863728288055307e-08,-9.86373738269326e-09,-0.014503157731583489
9063,-9.863737006682108e-08,-9.863736630670954e-09,-0.014503256368953556
9064,-9.863746835636066e-08,-9.863757040601176e-09,-0.014503355006421912
9065,-9.863763143363547e-08,-9.863769246125921e-09,-0.014503453644053347
9066,-9.863768853253421e-08,-9.863768460380923e-09,-0.01450355228174188
9067,-9.863777126199555e-08,-9.863785792018188e-09,-0.01450365091951314
9068,-9.863788991430657e-08,-9.863792190843129e-09,-0.014503749557403056
9069,-9.863797374047651e-08,-9.863802557252176e-09,-0.014503848195376796
9070,-9.86381397756211e-08,-9.863825397872044e-09,-0.014503946833516572
9071,-9.863825361579395e-08,-9.863825325286746e-09,-0.014504045471770187
9072,-9.863832159322594e-08,-9.863838993358443e-09,-0.014504144110091781
9073,-9.863845765842576e-08,-9.86385253832671e-09,-0.01450424274854944
9074,-9.863853206569777e-08,-9.863853874812845e-09,-0.014504341387081506
9075,-9.863862981058606e-08,-9.863872087304368e-09,-0.014504440025711317
9076,-9.863877605604462e-08,-9.863883123904554e-09,-0.014504538664487374
9077,-9.863884887079489e-08,-9.863886650254422e-09,-0.014504637303336244
9078,-9.863895395744113e-08,-9.863904141233803e-09,-0.014504735942290202
9079,-9.863907354029951e-08,-9.8639105668261e-09,-0.014504834581363743
9080,-9.863912562278768e-08,-9.863914557731435e-09,-0.014504933220489366
9081,-9.863925383383769e-08,-9.8639362090361e-09,-0.0145050318597432
9082,-9.863937985044444e-08,-9.863939761052785e-09,-0.01450513049912305
9083,-9.863943748972084e-08,-9.863947736891383e-09,-0.01450522913856054
9084,-9.86395947354821e-08,-9.863971210205037e-09,-0.014505327778155275
9085,-9.863970999879898e-08,-9.863970789554759e-09,-0.014505426417865274
9086,-9.86397736146473e-08,-9.8639839333747e-09,-0.014505525057638888
9087,-9.86399447781368e-08,-9.864005022252664e-09,-0.014505623697583667
9088,-9.864004725948174e-08,-9.864004429643683e-09,-0.014505722337630925
9089,-9.864011196837195e-08,-9.864017964030704e-09,-0.014505820977742894
9090,-9.864027678587785e-08,-9.864037393144867e-09,-0.01450591961801968
9091,-9.864039154652528e-08,-9.864040916160187e-09,-0.014506018258411225
9092,-9.864048517195926e-08,-9.864056118231666e-09,-0.014506116898896398
9093,-9.864066173092058e-08,-9.864076227952449e-09,-0.014506215539558128
9094,-9.864077026314513e-08,-9.864077824676581e-09,-0.014506314180328392
9095,-9.86408364575878e-08,-9.86408946684098e-09,-0.01450641282116485
9096,-9.864099290291485e-08,-9.864109113741991e-09,-0.014506511462157753
9097,-9.864109129221221e-08,-9.86410914470045e-09,-0.014506610103249044
9098,-9.864115871692403e-08,-9.864122598684359e-09,-0.014506708744407761
9099,-9.864134065668563e-08,-9.864145532652768e-09,-0.014506807385748418
9100,-9.864146664933114e-08,-9.864147797213462e-09,-0.014506906027215067
9101,-9.864153431146931e-08,-9.864159065080398e-09,-0.01450700466874938
9102,-9.864169494378255e-08,-9.864179923676112e-09,-0.014507103310444323
9103,-9.864179954141747e-08,-9.86417998460738e-09,-0.014507201952243864
9104,-9.864187533560827e-08,-9.864195082514273e-09,-0.0145073005941192
9105,-9.864207974530436e-08,-9.8642208665466e-09,-0.014507399236198947
9106,-9.864220654237718e-08,-9.864220441928835e-09,-0.014507497878405488
9107,-9.864226769628115e-08,-9.864233097327396e-09,-0.014507596520673184
9108,-9.864245421446231e-08,-9.864257745565066e-09,-0.0145076951631274
9109,-9.864253261764583e-08,-9.864248777964098e-09,-0.014507793805660018
9110,-9.864218273103177e-08,-9.864187768242257e-09,-0.014507892447842749
9111,-9.864133630727858e-08,-9.86407949321346e-09,-0.014507991089179056
9112,-9.864038499548057e-08,-9.863997505882653e-09,-0.014508089729564052
9113,-9.86398876311108e-08,-9.86398002033951e-09,-0.014508188369451683
9114,-9.863993113175426e-08,-9.864006206011343e-09,-0.014508287009382814
9115,-9.864042024199005e-08,-9.864077842386668e-09,-0.014508385649803055
9116,-9.864135574150882e-08,-9.864193305915096e-09,-0.014508484291158797
9117,-9.864264399766358e-08,-9.864335493617618e-09,-0.014508582933802795
9118,-9.864410546611146e-08,-9.864485599604676e-09,-0.01450868157790826
9119,-9.864558907922282e-08,-9.86463221623989e-09,-0.01450878022349734
9120,-9.864670700113557e-08,-9.864709183987225e-09,-0.01450887887020434
9121,-9.864717964832408e-08,-9.86472674567759e-09,-0.014508977517383989
9122,-9.864738874756223e-08,-9.864751003834857e-09,-0.014509076164772736
9123,-9.864752904090516e-08,-9.864754804346173e-09,-0.014509174812301778
9124,-9.86473912144994e-08,-9.864723438553708e-09,-0.014509273459692992
9125,-9.864655690221519e-08,-9.86458794188933e-09,-0.014509372106249894
9126,-9.864520686465518e-08,-9.864453431041705e-09,-0.014509470751456758
9127,-9.86443555049792e-08,-9.864417669954134e-09,-0.014509569395812263
9128,-9.86442611712015e-08,-9.864434564286167e-09,-0.014509668040073434
9129,-9.864453824980935e-08,-9.8644730856757e-09,-0.014509766684611684
9130,-9.864481820975561e-08,-9.864490556275422e-09,-0.014509865329429893
9131,-9.864497081728424e-08,-9.864503607181425e-09,-0.01450996397440071
9132,-9.864515156515217e-08,-9.86452670584901e-09,-0.014510062619552275
9133,-9.864527068083311e-08,-9.864527430317611e-09,-0.014510161264822956
9134,-9.864533214546659e-08,-9.864538998775706e-09,-0.014510259910155102
9135,-9.86455112870395e-08,-9.864563258632194e-09,-0.014510358555666389
9136,-9.864565830894762e-08,-9.864568403157331e-09,-0.014510457201324697
9137,-9.864575550376954e-08,-9.86458269759658e-09,-0.0145105558470802
9138,-9.864591020383574e-08,-9.864599343170568e-09,-0.014510654492990405
9139,-9.864599153571623e-08,-9.864598963972678e-09,-0.01451075313898194
9140,-9.864606574440632e-08,-9.864614184908585e-09,-0.014510851785047685
9141,-9.864625298517249e-08,-9.864636412125914e-09,-0.01451095043130067
9142,-9.86463862014698e-08,-9.864640828168047e-09,-0.014511049077686872
9143,-9.864648329637836e-08,-9.864655831107628e-09,-0.014511147724170169
9144,-9.864667219879203e-08,-9.864678608650777e-09,-0.014511246370842367
9145,-9.864678254501603e-08,-9.864677900352428e-09,-0.014511345017624912
9146,-9.864681747820995e-08,-9.864685595289564e-09,-0.01451144366444239
9147,-9.864695709461722e-08,-9.864705823633878e-09,-0.014511542311399485
